timestep,NO_Hydro_Min_Storage_Level,CH_Pump_Hydro_Open_Min_Storage_Level,FR_Hydro_Reservoir_Min_Storage_Level,FI_Hydro_Reservoir_Min_Storage_Level,SE_Hydro_Reservoir_Min_Storage_Level,SK_Hydro_Reservoir_Min_Storage_Level,NO_Hydro_Max_Storage_Level,CH_Pump_Hydro_Open_Max_Storage_Level,FR_Hydro_Reservoir_Max_Storage_Level,FI_Hydro_Reservoir_Max_Storage_Level,SE_Hydro_Reservoir_Max_Storage_Level,SK_Hydro_Reservoir_Max_Storage_Level
4735,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4736,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4737,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4738,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4739,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4740,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4741,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4742,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4743,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4744,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4745,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4746,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4747,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4748,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4749,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4750,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4751,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4752,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4753,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4754,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4755,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4756,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4757,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4758,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4759,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4760,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4761,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4762,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4763,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4764,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4765,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4766,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4767,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4768,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4769,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4770,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4771,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4772,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4773,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4774,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4775,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4776,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4777,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4778,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4779,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4780,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4781,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4782,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4783,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4784,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4785,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4786,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4787,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4788,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4789,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4790,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4791,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4792,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4793,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4794,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4795,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4796,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4797,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4798,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4799,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4800,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4801,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4802,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4803,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4804,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4805,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4806,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4807,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4808,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4809,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4810,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4811,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4812,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4813,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4814,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4815,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4816,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4817,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4818,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4819,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4820,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4821,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4822,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4823,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4824,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4825,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4826,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4827,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4828,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4829,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4830,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4831,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4832,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4833,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4834,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4835,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4836,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4837,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4838,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4839,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4840,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4841,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4842,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4843,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4844,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4845,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4846,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4847,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4848,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4849,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4850,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4851,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4852,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4853,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4854,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4855,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4856,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4857,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4858,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4859,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4860,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4861,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4862,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4863,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4864,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4865,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4866,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4867,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4868,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4869,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4870,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4871,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4872,0.516333333,0.438276296,0.616,0.375949367,0.534343143,0.628,0.954333333,0.757951388,0.841,0.864014467,0.967805595,0.843
4873,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4874,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4875,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4876,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4877,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4878,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4879,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4880,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4881,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4882,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4883,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4884,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4885,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4886,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4887,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4888,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4889,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4890,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4891,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4892,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4893,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4894,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4895,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4896,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4897,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4898,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4899,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4900,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4901,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4902,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4903,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4904,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4905,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4906,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4907,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4908,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4909,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4910,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4911,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4912,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4913,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4914,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4915,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4916,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4917,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4918,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4919,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4920,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4921,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4922,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4923,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4924,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4925,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4926,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4927,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4928,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4929,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4930,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4931,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4932,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4933,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4934,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4935,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4936,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4937,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4938,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4939,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
4940,0.531666667,0.513523278,0.627,0.367992767,0.546790119,0.67,0.957,0.799187731,0.855,0.869981917,0.976972572,0.842
