n_rep_periods,clustering_type,weight_type,normalization,seed,regret_pct,mismatch_pct,total_time_s,time_to_preprocess,time_to_cluster,time_to_fit_weights,time_to_formulate_model,time_to_solve,time_to_read,projection_error,max_weight_sum,cache_hit_rate,pgd_total_iters,termination_status,evaluation_termination_status,n_variables,n_constraints,eval_n_variables,eval_n_constraints,case_study,problem_class,source
10,conical_hull,conical,economic,570629,17.05176188564248,26.33793531159848,2.916426334,0.005181458,0.927731792,0.024071375,0.495897875,1.964623167,0.269930042,772613.1900364424,1.6637745943216524,20.37037037037037,103297,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,conical_hull,conical_bounded,economic,570629,21.062988218828593,27.282150129327512,2.268355625,0.005252959,0.270489167,0.034034458,0.469806166,1.963832,0.269930042,885579.2264124686,1.0,20.37037037037037,87233,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
20,k_means,dirac,economic,570629,233.9201982075182,76.53412483040421,5.575992626000001,0.005151709,0.156042042,1.084e-6,0.538305209,5.4199495,0.269930042,753410.9018648476,1.0,,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_means,convex,economic,570629,235.5133536812867,76.6273676080713,13.946283042000001,0.005216292,0.27774,0.680523167,0.740556125,12.988019875,0.269930042,708922.0462216774,1.0000000000000002,,254029,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_means,conical,economic,570629,240.40711009023764,76.89664485919963,10.085303833000001,0.005479583,0.164584625,0.170842458,0.581023667,9.74987675,0.269930042,689492.5210060391,1.2924343322533214,,297133,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_means,conical_bounded,economic,570629,238.49551394146368,76.97093967114743,13.298748999,0.005213792,0.1594425,0.266159708,0.583891541,12.873146791,0.269930042,702553.3129894066,1.0000000000000002,,269335,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_medoids,dirac,economic,570629,158.8055734801625,62.130757151577335,6.663789583,0.005116917,0.150030208,1.833e-6,0.565114209,6.513757542,0.269930042,956486.9617471084,1.0,,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_medoids,convex,economic,570629,157.023022890806,59.211665250458694,14.030003167,0.0052295,0.277008333,0.836781792,0.619496333,12.916213042,0.269930042,742501.5718917304,1.0000000000000002,,209911,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_medoids,conical,economic,570629,152.3932281377301,58.19982666881914,15.004961043,0.005286833,0.218420959,0.097580125,0.600775459,14.688959959,0.269930042,718178.2987664895,1.2935363426530753,,229458,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,k_medoids,conical_bounded,economic,570629,192.26009083237886,64.9593674790083,15.664897958000001,0.005181916,0.152182,0.214576041,0.675603333,15.298139917,0.269930042,730631.8019008811,1.0000000000000002,,217568,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,hierarchical,dirac,economic,570629,43.53273899826671,34.17489142230769,5.584837041,0.005195333,0.230994667,1.666e-6,0.561177666,5.353840708,0.269930042,958642.013119773,1.0,,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,hierarchical,convex,economic,570629,47.35066368895906,34.49679309425465,14.119194126,0.005153917,0.153533459,0.848168459,0.631791875,13.117492208,0.269930042,732565.5830529598,1.0000000000000002,,229519,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,hierarchical,conical,economic,570629,41.924695453767846,31.503829235818746,17.504807542,0.005199917,0.151932416,0.605850167,0.764388792,16.747024959,0.269930042,705145.7018532353,1.457530557603171,,247955,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,hierarchical,conical_bounded,economic,570629,48.26017029961118,35.508745910147155,22.630014291,0.005250417,0.620429458,0.392575458,0.597050584,21.617009375,0.269930042,721942.7799964669,1.0000000000000002,,233250,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,chronological,dirac,economic,570629,165.03362158623736,63.96431609257601,3.239214709,0.005473166,0.605486542,1.042e-6,0.851720167,2.633727125,0.269930042,1.0857749928973606e6,1.0,,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,chronological,convex,economic,570629,113.9040786672029,54.257859851848,17.341497458,0.005234375,0.149292416,0.195896833,0.633980625,16.996308209,0.269930042,770034.0774703614,1.0000000000000002,,226715,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,chronological,conical,economic,570629,102.79794978449837,52.277422062760145,15.803624000000001,0.005236042,0.145808375,0.10263225,0.714702583,15.555183375,0.269930042,737145.5446304065,1.337113229093547,,241089,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,chronological,conical_bounded,economic,570629,129.82556070402427,58.74981996100411,15.059281876,0.005139417,0.221942084,0.195383917,0.588442459,14.641955875,0.269930042,754475.5938774995,1.0000000000000002,,229396,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull,dirac,economic,570629,5.112395640316336,0.21424160817164534,7.133088376,0.005213916,0.887136167,1.084e-6,0.596225958,6.245951125,0.269930042,1.0530406846551264e6,1.0,39.4069681245367,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull,convex,economic,570629,4.990122935112407,5.163568132371352,13.110235374999998,0.005240167,0.847799,0.155718542,0.652054625,12.106717833,0.269930042,683459.8527404695,1.0000000000000002,39.4069681245367,190537,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull,conical,economic,570629,5.669409686840665,6.919486063539409,14.720599583,0.005135958,0.809415708,0.085257083,0.641882167,13.825926792,0.269930042,664115.3907641929,1.2752618581582316,39.4069681245367,205929,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull,conical_bounded,economic,570629,5.298466667194179,5.4751772530673,19.03737275,0.005547416,0.833086958,0.163458584,0.663571834,18.040827208,0.269930042,673420.9255343194,1.0000000000000002,39.4069681245367,198127,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull_with_null,dirac,economic,570629,1.8566117625454348,4.182351097855215,6.921370208,0.005170792,1.484719041,1.167e-6,0.561987583,5.43665,0.269930042,1.0660762542995298e6,1.0,38.748241912798875,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull_with_null,convex,economic,570629,7.870468254153873,23.439252538210415,18.126508666,0.005229208,1.453512875,0.117788458,0.631615375,16.555207333,0.269930042,721756.1027226945,1.0000000000000002,38.748241912798875,196111,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull_with_null,conical,economic,570629,5.797863043044571,18.85672362981975,20.853451210000003,0.005263292,1.469313209,0.073955959,0.62047275,19.310182042,0.269930042,664034.4914377483,1.269143660200941,38.748241912798875,205543,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,convex_hull_with_null,conical_bounded,economic,570629,4.356331198155972,15.729491653493627,19.667238041999997,0.005174625,1.453153791,0.130052792,0.617593292,18.084031459,0.269930042,673197.7191915738,1.0000000000000002,38.748241912798875,203168,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,conical_hull,dirac,economic,570629,6.680006574935193,13.304894092331496,5.620552791,0.005193875,0.384596708,1.083e-6,0.545500208,5.235955,0.269930042,1.115835788131736e6,1.0,35.552260934025206,0,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,conical_hull,convex,economic,570629,9.540347595810461,22.471642801861353,7.6938467919999995,0.005517084,0.378922,0.101395584,0.6481355,7.213529208,0.269930042,831670.3726544824,1.0000000000000002,35.552260934025206,140678,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,conical_hull,conical,economic,570629,7.231254557996225,19.071884311169015,17.200395417,0.005470041,1.139802,0.066892042,0.629193834,15.993701375,0.269930042,693057.756526996,1.6458538381177565,35.552260934025206,168987,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
20,conical_hull,conical_bounded,economic,570629,10.223630711389763,21.85378991852328,8.217280459,0.005217459,1.024850917,0.111789083,0.655374375,7.080640459,0.269930042,831834.7275054615,1.0000000000000002,35.552260934025206,140755,OPTIMAL,OPTIMAL,81706,248714,1489306,3959534,gep,investment,tyndp
40,k_means,dirac,economic,570629,57.64324671259657,47.925359627347284,10.558299834,0.005201125,0.160784375,1.5e-6,1.364956083,10.397513959,0.269930042,702245.8478124315,1.0,,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_means,convex,economic,570629,50.74522774722521,44.632419090627266,20.711714543,0.005271875,0.157498834,0.603782792,0.98262025,19.950432917,0.269930042,649312.448250271,1.0000000000000002,,393358,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_means,conical,economic,570629,48.75575192136863,43.54486350656008,20.402460207999997,0.005212333,0.170297208,0.410525916,0.977496459,19.821637084,0.269930042,629882.8755130927,1.2591614209308948,,439797,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_means,conical_bounded,economic,570629,50.77027446672957,44.70588816605862,21.705226833999998,0.00546225,0.228912792,0.60055075,0.979002875,20.875763292,0.269930042,643071.9701057501,1.0000000000000002,,404168,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_medoids,dirac,economic,570629,3.9658514350360052,1.9455927816391752,12.310122084,0.005219167,0.234315375,8.75e-7,0.888301333,12.075805834,0.269930042,879610.4642683768,1.0,,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_medoids,convex,economic,570629,4.024043702428748,7.307383837874681,22.71450125,0.005143583,0.224925791,0.467444084,0.999208667,22.022131375,0.269930042,651472.6609605126,1.0000000000000002,,322146,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_medoids,conical,economic,570629,4.640209101383075,9.641550425590623,24.217299375,0.005138625,0.155225917,0.353828916,0.93670625,23.708244542,0.269930042,628385.0382950784,1.3612006429086383,,346843,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,k_medoids,conical_bounded,economic,570629,3.8938929619218854,6.6016325834711225,20.838317042,0.005225166,0.191144875,0.472129542,0.98225975,20.175042625,0.269930042,644411.6954299433,1.0000000000000002,,327785,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,hierarchical,dirac,economic,570629,15.955999425794932,16.72675322690189,13.030579792000001,0.005166084,0.228175875,1.25e-6,0.903586833,12.802402667,0.269930042,894045.8819346086,1.0,,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,hierarchical,convex,economic,570629,20.889605612151275,19.615123965433853,25.534134542,0.00514325,0.151610625,0.512722208,0.911962709,24.869801709,0.269930042,645858.7599368312,1.0000000000000004,,334421,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,hierarchical,conical,economic,570629,17.099381530897073,16.466122532658016,27.173534458,0.005211084,0.150183458,0.332550083,0.927606791,26.690800917,0.269930042,623429.6552996491,1.3904104315193866,,352028,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,hierarchical,conical_bounded,economic,570629,20.884150441369265,20.565676962599436,25.062190667,0.005177458,0.15138425,0.526817084,1.027035625,24.383989333,0.269930042,637975.7185443251,1.0000000000000002,,334359,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,chronological,dirac,economic,570629,38.595455487850394,29.076812202309014,6.592403291,0.005152542,0.152645166,1.917e-6,0.851356584,6.439756208,0.269930042,1.0532766718733418e6,1.0,,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,chronological,convex,economic,570629,38.86943970204766,30.132718552790703,27.905438333,0.005485458,0.152711875,0.520457708,0.996655708,27.23226875,0.269930042,669729.8524574473,1.0000000000000002,,336092,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,chronological,conical,economic,570629,36.702656955098334,29.139284608694012,31.674480749999997,0.005205375,0.14953375,0.311484375,0.94396775,31.213462625,0.269930042,640832.6508048272,1.2875357916794041,,351877,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,chronological,conical_bounded,economic,570629,42.03315092342827,32.708605661697554,30.441145791,0.005505042,0.148081833,0.526570458,0.940937166,29.7664935,0.269930042,655390.192063095,1.0000000000000002,,336848,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull,dirac,economic,570629,2.3157565911180455,3.6428528168908736,19.896506374,0.005174709,2.745181,1.666e-6,0.908772333,17.151323708,0.269930042,967337.3592936341,1.0,55.80081753994798,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull,convex,economic,570629,3.075797126790536,9.042080047503372,23.816661791999998,0.005512208,2.367941875,0.413370334,0.921054625,21.035349583,0.269930042,603469.8251860148,1.0000000000000004,55.80081753994798,291017,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull,conical,economic,570629,2.9065220386787383,12.538198077827804,29.718125375,0.005180167,2.8448045,0.24075575,0.986730166,26.632565125,0.269930042,584906.079847092,1.30706603428146,55.80081753994798,314060,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull,conical_bounded,economic,570629,3.2508622467137815,8.850994395150646,28.455340874999997,0.005223416,2.368280958,0.422974417,0.947993042,25.6640855,0.269930042,598361.122589136,1.0000000000000002,55.80081753994798,298498,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull_with_null,dirac,economic,570629,1.2961734368933442,1.2039398387227511,20.451678416,0.005138334,2.703332292,1.916e-6,0.8391415,17.748344208,0.269930042,968898.8916345804,1.0,55.73806078147612,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull_with_null,convex,economic,570629,2.249849766769829,7.935006542935179,40.074863708,0.00521125,2.43810775,0.42219,0.958746708,37.214565958,0.269930042,627323.4610020159,1.0000000000000002,55.73806078147612,303500,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull_with_null,conical,economic,570629,2.631054833359703,8.754835666549532,33.461912584,0.005187958,2.556400625,0.279498542,1.022158792,30.626013417,0.269930042,588096.3781584927,1.2572905346497698,55.73806078147612,317833,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,convex_hull_with_null,conical_bounded,economic,570629,2.6715955570255634,5.466054131586026,31.811705457000002,0.005188042,2.853529416,0.401648333,0.935497667,28.556527708,0.269930042,598724.9154393891,1.0000000000000002,55.73806078147612,308702,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,conical_hull,dirac,economic,570629,12.656704730309443,0.17038282614265218,10.896377083,0.005220375,0.609139167,1.875e-6,0.915244875,10.287236041,0.269930042,1.0353380950987774e6,1.0,53.24414715719063,0,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,conical_hull,convex,economic,570629,13.277724057778851,11.221388498568162,25.345346499999998,0.005579375,0.623531833,0.322633917,0.98726425,24.39918075,0.269930042,743073.9231441981,1.0000000000000002,53.24414715719063,220253,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,conical_hull,conical,economic,570629,9.730625780901736,14.44377310505226,25.758508875,0.005177416,0.663233875,0.23473525,1.026841209,24.86053975,0.269930042,617469.2099068221,1.615373686240662,53.24414715719063,270990,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
40,conical_hull,conical_bounded,economic,570629,13.424136729668245,11.10321405782705,21.741542459,0.005158667,0.628335334,0.33548475,0.988664166,20.777722375,0.269930042,744087.3581125847,1.0000000000000002,53.24414715719063,220089,OPTIMAL,OPTIMAL,163306,463834,1489306,3959534,gep,investment,tyndp
80,k_means,dirac,economic,570629,20.23660071711184,28.116748778534493,32.292524293,0.005493333,0.244887042,1.042e-6,1.567631625,32.047636209,0.269930042,631891.4764428245,1.0,,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_means,convex,economic,570629,13.022685678505175,20.60702422403387,102.2908985,0.005174833,0.163951458,1.772698292,1.605129542,100.35424875,0.269930042,569096.4570015658,1.0000000000000002,,571814,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_means,conical,economic,570629,13.276368437941844,20.310111505869028,106.10950541700001,0.005254958,0.186771875,1.170893834,1.621787708,104.751839708,0.269930042,551832.4685111215,1.293166427190219,,625955,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_means,conical_bounded,economic,570629,13.213999610843885,20.81343359661049,89.354938374,0.005162875,0.200869833,1.773455541,1.577345667,87.380613,0.269930042,564278.5211774467,1.0000000000000004,,571667,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_medoids,dirac,economic,570629,6.379144232711198,11.322719272736329,37.524848041000006,0.005497542,0.193972208,1.0e-6,1.685640625,37.330874833,0.269930042,795654.3994643888,1.0,,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_medoids,convex,economic,570629,2.545731752915903,2.3874786421314496,65.78315358399999,0.005421333,0.182989667,1.408285583,1.635785125,64.191878334,0.269930042,561921.3417893291,1.0000000000000004,,453148,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_medoids,conical,economic,570629,2.5209014434445676,0.6287482659436479,76.660005999,0.005541791,0.1930245,0.901953791,1.756333959,75.565027708,0.269930042,540034.9599985555,1.2801501425306867,,482900,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,k_medoids,conical_bounded,economic,570629,2.65987228548219,2.7631280449903444,85.450905166,0.00523975,0.158446,1.476786125,1.704519667,83.815673041,0.269930042,555259.2541287374,1.0000000000000002,,458652,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,hierarchical,dirac,economic,570629,2.3522168015970513,4.303797372771964,47.953489917,0.005246333,0.178676333,1.917e-6,1.709540166,47.774811667,0.269930042,798539.0644893756,1.0,,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,hierarchical,convex,economic,570629,2.5021168266561977,0.8588978628804823,120.592696583,0.00521125,0.199130875,1.359293083,1.767694875,119.034272625,0.269930042,558807.3527959974,1.0000000000000002,,449713,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,hierarchical,conical,economic,570629,2.7713267742196512,0.36780067248465614,130.10367724900001,0.0051695,0.174893666,1.658524,1.61273025,128.270259583,0.269930042,537980.0097752269,1.31899931800199,,473009,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,hierarchical,conical_bounded,economic,570629,3.2432390868679883,2.196093032396081,118.110011375,0.005188333,0.211346083,1.410696792,1.667771792,116.4879685,0.269930042,554704.2861532929,1.0000000000000002,,448583,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,chronological,dirac,economic,570629,4.647241812660896,7.947765359718127,12.508316623999999,0.005167375,0.171258541,1.708e-6,2.013031875,12.337056375,0.269930042,959476.1405021057,1.0,,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,chronological,convex,economic,570629,4.475582542833623,8.919571033930563,111.821093041,0.005202166,0.657444833,1.461878083,1.640567375,109.701770125,0.269930042,574430.1254998135,1.0000000000000002,,456317,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,chronological,conical,economic,570629,4.465748339971953,8.45956917376134,128.88830845799998,0.0051625,0.146658583,0.917486083,1.781462958,127.824163792,0.269930042,553252.3026360731,1.575235111175296,,482577,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,chronological,conical_bounded,economic,570629,4.429045861874159,9.32464427383611,146.98031225,0.0051825,0.1883155,2.114541875,1.617121375,144.677454875,0.269930042,569790.1936755336,1.0000000000000002,,460482,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull,dirac,economic,570629,1.3161555589601193,2.213505850144467,49.897871916,0.005188375,8.170715875,7.5e-7,1.487668459,41.727155291,0.269930042,843281.6336204498,1.0,69.68257059396299,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull,convex,economic,570629,1.3785403344528824,6.4897567442778445,84.46443666500001,0.005187625,8.290258916,1.186486916,1.6946955,74.987690833,0.269930042,515385.32531125814,1.0000000000000002,69.68257059396299,423266,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull,conical,economic,570629,2.3503299965780045,8.329957368177439,120.481436041,0.005200584,7.802226541,0.753883,1.84855,111.9253265,0.269930042,496387.4147207392,1.2656341789494567,69.68257059396299,447066,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull,conical_bounded,economic,570629,1.5149175942260618,6.18214706889172,100.089751375,0.005157083,8.599901042,1.184842375,1.799623709,90.305007958,0.269930042,511631.871352587,1.0000000000000002,69.68257059396299,425267,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull_with_null,dirac,economic,570629,1.718482719482739,1.1426254864626069,55.580543793,0.005250208,8.818187667,1.959e-6,1.489663916,46.762354167,0.269930042,852634.1163179971,1.0,69.12058371735792,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull_with_null,convex,economic,570629,1.711194893467738,5.447873365694936,104.738000875,0.005520125,8.646249875,1.14843,1.579678167,94.943321,0.269930042,530958.8603739516,1.0000000000000002,69.12058371735792,422095,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull_with_null,conical,economic,570629,2.411367841871037,5.8719805294534755,86.90837625,0.005144667,8.2279845,0.836194041,1.620531375,77.844197709,0.269930042,499387.0824303001,1.2523886722140125,69.12058371735792,449815,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,convex_hull_with_null,conical_bounded,economic,570629,1.6536114939434077,4.146525509729416,115.951086415,0.005249584,8.912155416,1.207435166,1.622231417,105.831495833,0.269930042,512553.73687868024,1.0000000000000002,69.12058371735792,434162,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,conical_hull,dirac,economic,570629,3.649384412585821,0.4232605600049769,28.685994749000002,0.005537292,2.428307416,2.0e-6,1.566187541,26.257685333,0.269930042,922104.2164758873,1.0,65.7682570593963,0,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,conical_hull,convex,economic,570629,3.8834458860447008,10.396524771632592,113.918164042,0.005208209,2.213933292,0.937111917,1.736564083,110.767118833,0.269930042,642665.1713420781,1.0000000000000002,65.7682570593963,329843,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,conical_hull,conical,economic,570629,3.6880124030530537,11.695730994261309,104.836137541,0.005231125,2.402384416,0.68965375,1.689323667,101.744099375,0.269930042,526573.1969552407,1.5342298584317198,65.7682570593963,407509,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
80,conical_hull,conical_bounded,economic,570629,3.904138698698234,10.237151792911959,121.966043,0.005214166,1.565915125,1.040486125,1.691265833,119.35964175,0.269930042,644520.0255810127,1.0000000000000002,65.7682570593963,328729,OPTIMAL,OPTIMAL,326506,894074,1489306,3959534,gep,investment,tyndp
10,k_means,dirac,unscaled,570629,435.2774988197699,85.488847343101,1.578759666,0.005249042,0.166567875,1.875e-6,0.534165125,1.412189916,0.269930042,113.52735935549511,1.0,,0,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_means,convex,unscaled,570629,428.06926350886556,85.33325311032112,2.145800958,0.005278417,0.14595575,0.045231625,0.442966708,1.954613583,0.269930042,108.86174466005387,1.0000000000000002,,56573,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_means,conical,unscaled,570629,431.40841488242927,85.33092047745565,1.6857619590000001,0.005208833,0.221399583,0.015597709,0.454132,1.448764667,0.269930042,106.00154403883863,1.1988997926342626,,60329,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_means,conical_bounded,unscaled,570629,420.03098429788855,85.20337765905471,1.9643105840000001,0.005248292,0.266327667,0.025215625,0.965381541,1.672767292,0.269930042,107.56287223010982,1.0000000000000002,,57913,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_medoids,dirac,unscaled,570629,174.60743652901044,69.82196925287086,1.853857915,0.00519,0.146957291,8.33e-7,0.44295075,1.706899791,0.269930042,141.71625666804275,1.0,,0,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_medoids,convex,unscaled,570629,204.85270193661697,72.64276182803411,2.071889833,0.005256625,0.1466295,0.022555458,0.505212875,1.902704875,0.269930042,116.88785518566087,1.0000000000000002,,49331,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_medoids,conical,unscaled,570629,213.01373391921308,73.64276755879838,1.89233125,0.005202208,0.146015958,0.014970667,0.939307042,1.731344625,0.269930042,113.14352091969661,1.2097285725024607,,49830,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,k_medoids,conical_bounded,unscaled,570629,225.3199592633935,74.80165120164855,1.986106333,0.00523125,0.142807292,0.023659458,0.534577334,1.819639583,0.269930042,114.05509148712281,1.0000000000000002,,48950,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,hierarchical,dirac,unscaled,570629,79.299128331738,52.22339260386201,2.135259417,0.00526125,0.157821209,1.583e-6,0.456028,1.977436625,0.269930042,145.66336269976316,1.0,,0,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,hierarchical,convex,unscaled,570629,80.49633447257321,52.201299477498175,1.797604792,0.005225958,0.147029292,0.024336125,0.478374708,1.626239375,0.269930042,117.7061933479111,1.0000000000000002,,47801,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,hierarchical,conical,unscaled,570629,82.82099820820031,52.78828839276515,2.068228417,0.005311584,0.145971458,0.014097875,0.574611417,1.908159084,0.269930042,115.31989098372172,1.1814119493202648,,51028,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
10,hierarchical,conical_bounded,unscaled,570629,81.10621835947629,52.62865282321154,2.601225833,0.005305375,0.138459125,0.021861708,0.481808958,2.440905,0.269930042,116.29488836472004,1.0000000000000002,,50233,OPTIMAL,OPTIMAL,40906,141154,1489306,3959534,gep,investment,tyndp
