normalization,clustering_type,weight_type,tol,regret_min_pct,regret_median_pct,regret_max_pct,regret_range_pct,median_time_s
minmax,hierarchical,conical,0.0001,4.929188920180105,4.929188920180105,4.929188920180105,0.0,0.043075041
minmax,hierarchical,conical,0.001,4.9299879060098695,4.9299879060098695,4.9299879060098695,0.0,0.041258750000000004
minmax,hierarchical,conical,0.01,4.929061672861668,4.929061672861668,4.929061672861668,0.0,0.041406625
minmax,chronological,convex,1.0e-5,5.279566655942469,5.279566655942469,5.279566655942469,0.0,0.054319833
minmax,chronological,convex,0.0001,5.279772674671013,5.279772674671013,5.279772674671013,0.0,0.056500625
minmax,chronological,convex,0.001,3.5664849850406855,3.5664849850406855,3.5664849850406855,0.0,0.045261209
minmax,chronological,convex,0.01,5.42072495025403,5.42072495025403,5.42072495025403,0.0,0.044392167
minmax,chronological,conical_bounded,1.0e-5,4.395682837109649,4.395682837109649,4.395682837109649,0.0,0.059493958
minmax,chronological,conical_bounded,0.0001,4.395581429210149,4.395581429210149,4.395581429210149,0.0,0.055416084000000004
minmax,chronological,conical_bounded,0.001,3.509867032764058,3.509867032764058,3.509867032764058,0.0,0.04530883299999999
minmax,chronological,conical_bounded,0.01,4.350297665153469,4.350297665153469,4.350297665153469,0.0,0.046002792
minmax,chronological,conical,1.0e-5,12.073263452751615,12.073263452751615,12.073263452751615,0.0,0.051071333000000003
minmax,chronological,conical,0.0001,12.073300578838687,12.073300578838687,12.073300578838687,0.0,0.048523791000000004
minmax,chronological,conical,0.001,11.157714640288985,11.157714640288985,11.157714640288985,0.0,0.049572126
minmax,chronological,conical,0.01,11.155430586131153,11.155430586131153,11.155430586131153,0.0,0.044907292
minmax,convex_hull,convex,1.0e-5,0.9382238169159951,0.9382238169159951,0.9382238169159951,0.0,0.053100208999999995
minmax,convex_hull,convex,0.0001,0.9382267455356974,0.9382267455356974,0.9382267455356974,0.0,0.053205083
minmax,convex_hull,convex,0.001,0.9379753070247521,0.9379753070247521,0.9379753070247521,0.0,0.051448334
minmax,convex_hull,convex,0.01,1.0749288802960555,1.0749288802960555,1.0749288802960555,0.0,0.047679583
minmax,convex_hull,conical_bounded,1.0e-5,0.9382214883483009,0.9382214883483009,0.9382214883483009,0.0,0.05431975
minmax,convex_hull,conical_bounded,0.0001,0.938227603841546,0.938227603841546,0.938227603841546,0.0,0.052182625
minmax,convex_hull,conical_bounded,0.001,0.9380109570150896,0.9380109570150896,0.9380109570150896,0.0,0.054587792
minmax,convex_hull,conical_bounded,0.01,0.9384006471101269,0.9384006471101269,0.9384006471101269,0.0,0.049913917
minmax,convex_hull,conical,1.0e-5,3.3505068388967274,3.3505068388967274,3.3505068388967274,0.0,0.052144126
minmax,convex_hull,conical,0.0001,3.3502512920863703,3.3502512920863703,3.3502512920863703,0.0,0.05122625
minmax,convex_hull,conical,0.001,3.3494136549341524,3.3494136549341524,3.3494136549341524,0.0,0.049248083
minmax,convex_hull,conical,0.01,3.361070846901515,3.361070846901515,3.361070846901515,0.0,0.050002875
minmax,convex_hull_with_null,convex,1.0e-5,1.2723834872094386,1.2723834872094386,1.2723834872094386,0.0,0.050385624999999996
minmax,convex_hull_with_null,convex,0.0001,1.2723934673432025,1.2723934673432025,1.2723934673432025,0.0,0.049358583
minmax,convex_hull_with_null,convex,0.001,1.2723770058574058,1.2723770058574058,1.2723770058574058,0.0,0.046965625999999996
minmax,convex_hull_with_null,convex,0.01,1.459933542258729,1.459933542258729,1.459933542258729,0.0,0.048720291
minmax,convex_hull_with_null,conical_bounded,1.0e-5,1.27238356212791,1.27238356212791,1.27238356212791,0.0,0.05177725
minmax,convex_hull_with_null,conical_bounded,0.0001,1.272393358198376,1.272393358198376,1.272393358198376,0.0,0.049878666
minmax,convex_hull_with_null,conical_bounded,0.001,1.2723678564197316,1.2723678564197316,1.2723678564197316,0.0,0.049494291999999995
minmax,convex_hull_with_null,conical_bounded,0.01,1.2729404432106906,1.2729404432106906,1.2729404432106906,0.0,0.063503958
minmax,convex_hull_with_null,conical,1.0e-5,3.8927908133745914,3.8927908133745914,3.8927908133745914,0.0,0.048966790999999996
minmax,convex_hull_with_null,conical,0.0001,3.892314106404271,3.892314106404271,3.892314106404271,0.0,0.050539874000000005
minmax,convex_hull_with_null,conical,0.001,3.8905735810262243,3.8905735810262243,3.8905735810262243,0.0,0.048893584000000004
minmax,convex_hull_with_null,conical,0.01,3.811394415680791,3.811394415680791,3.811394415680791,0.0,0.047611416000000004
