case_study,problem_class,source,n_rep_periods,clustering_type,weight_type,normalization,n_seeds,regret_mean_pct,regret_sd_pct,mismatch_mean_pct,time_mean_s,time_sd_s,is_deterministic,pareto_frontier,reasonable_in_group
gep,investment,tyndp,80,k_medoids,dirac,unscaled,5,2.8519751706165897,1.5,5.596103743738579,37.9773229334,6.0,false,false,false
gep,investment,tyndp,80,k_medoids,convex,unscaled,5,2.517767083769291,1.6,2.6042820001480096,110.33894187519999,17.3,false,false,false
gep,investment,tyndp,80,k_medoids,conical,unscaled,5,2.6001544230238016,1.5,2.7743966852587696,94.91686451620001,11.6,false,false,false
gep,investment,tyndp,80,k_medoids,conical_bounded,unscaled,5,2.878600857746547,1.7,3.23384755293421,87.13148372479999,14.1,false,false,false
gep,investment,tyndp,80,hierarchical,dirac,unscaled,5,3.920402901725706,0.0,5.271262280290844,35.493178333399996,0.3,true,false,false
gep,investment,tyndp,80,hierarchical,convex,unscaled,5,3.0285895017310827,0.0,3.3253310051953706,73.6923272496,0.4,true,false,false
gep,investment,tyndp,80,hierarchical,conical,unscaled,5,2.9158311925461478,0.0,2.509631583189534,87.6422696092,0.6,true,false,false
gep,investment,tyndp,80,hierarchical,conical_bounded,unscaled,5,2.7722696858897056,0.0,3.6513629632727422,104.013541308,0.7,true,false,false
gep,investment,tyndp,80,chronological,dirac,unscaled,5,4.700643621480927,0.0,8.332536919776132,13.2419251084,0.2,true,false,false
gep,investment,tyndp,80,chronological,convex,unscaled,5,3.747605892182282,0.0,8.132575905089444,73.5522852748,0.6,true,false,false
gep,investment,tyndp,80,chronological,conical,unscaled,5,3.837108855053239,0.0,7.918306883062948,86.6918966168,0.4,true,false,false
gep,investment,tyndp,80,chronological,conical_bounded,unscaled,5,3.804825641580112,0.0,8.434575618730435,73.8937603244,0.7,true,false,false
gep,investment,tyndp,80,convex_hull,dirac,unscaled,5,0.991577704455171,0.0,0.4875107658791077,40.3736799502,0.4,true,true,true
gep,investment,tyndp,80,convex_hull,convex,unscaled,5,1.5227765849334718,0.0,6.707166960622682,118.5834453664,0.4,true,true,true
gep,investment,tyndp,80,convex_hull,conical,unscaled,5,1.5929869942217234,0.0,8.157854292002801,79.77316907499998,0.3,true,true,true
gep,investment,tyndp,80,convex_hull,conical_bounded,unscaled,5,1.5374300680640385,0.0,5.944363622750177,113.0241178922,0.8,true,true,true
gep,investment,tyndp,80,convex_hull_with_null,dirac,unscaled,5,1.0148349835394255,0.0,1.3330687519680484,38.3822005,0.3,true,true,true
gep,investment,tyndp,80,convex_hull_with_null,convex,unscaled,5,1.5729772574356593,0.0,9.14483818574404,66.90329315,0.4,true,true,true
gep,investment,tyndp,80,convex_hull_with_null,conical,unscaled,5,1.5975072209447827,0.0,9.715018525028059,125.6957966002,1.0,true,true,true
gep,investment,tyndp,80,convex_hull_with_null,conical_bounded,unscaled,5,1.4956958707932788,0.0,7.306120033683681,88.83348711720001,0.4,true,true,true
gep,investment,tyndp,80,conical_hull,dirac,unscaled,5,3.0013974021642076,0.0,1.8751933307956175,37.2739879004,0.3,true,false,false
gep,investment,tyndp,80,conical_hull,convex,unscaled,5,2.9846315232069376,0.0,5.6951193881567965,101.581339166,0.4,true,false,false
gep,investment,tyndp,80,conical_hull,conical,unscaled,5,3.202209397697242,0.0,9.825594877724715,75.3569873992,0.5,true,false,false
gep,investment,tyndp,80,conical_hull,conical_bounded,unscaled,5,2.8430790554552887,0.0,5.67192094530476,103.3384324248,0.8,true,false,false
5bus,investment,sienna,10,k_means,dirac,economic,5,1097.9786494196971,667.7,88.42979272578175,0.1040560578,0.1,false,false,false
5bus,investment,sienna,10,k_means,convex,economic,5,1044.2988736078248,652.4,86.48694949660886,0.13425006639999998,0.0,false,false,false
5bus,investment,sienna,10,k_means,conical,economic,5,1161.4290614377521,696.0,87.17117944756203,0.118199642,0.0,false,false,false
5bus,investment,sienna,10,k_means,conical_bounded,economic,5,1013.9385328406281,619.3,87.08516991213185,0.108450333,0.0,false,false,false
5bus,investment,sienna,10,k_medoids,dirac,economic,5,36.62942564032735,8.5,44.68555878860132,0.11665239999999999,0.1,false,false,false
5bus,investment,sienna,10,k_medoids,convex,economic,5,35.97626979746854,8.7,43.33026005274856,0.17889266620000002,0.1,false,false,false
5bus,investment,sienna,10,k_medoids,conical,economic,5,35.45828972113809,7.8,41.972660835303955,0.1748004168,0.1,false,false,false
5bus,investment,sienna,10,k_medoids,conical_bounded,economic,5,35.39376264618141,10.5,44.144588740437385,0.12832199160000002,0.0,false,false,false
5bus,investment,sienna,10,hierarchical,dirac,economic,5,80.985911519086,0.0,57.76087958960962,0.0769168748,0.0,true,false,false
5bus,investment,sienna,10,hierarchical,convex,economic,5,81.55996357121067,0.0,58.372132754802806,0.1888949252,0.1,true,false,false
5bus,investment,sienna,10,hierarchical,conical,economic,5,79.66485072923355,0.0,57.988271864241916,0.11597785820000002,0.0,true,false,false
5bus,investment,sienna,10,hierarchical,conical_bounded,economic,5,74.72904245343759,0.0,57.75116036276894,0.1717255588,0.1,true,false,false
5bus,investment,sienna,10,chronological,dirac,economic,5,60.95765519375802,0.0,52.58238277037865,0.0508390254,0.0,true,false,false
5bus,investment,sienna,10,chronological,convex,economic,5,52.643439640871534,0.0,46.25371407970111,0.18748539999999997,0.1,true,false,false
5bus,investment,sienna,10,chronological,conical,economic,5,61.29121502816861,0.0,42.72475954564994,0.15938677499999998,0.1,true,false,false
5bus,investment,sienna,10,chronological,conical_bounded,economic,5,52.57699426174886,0.0,47.75639195529774,0.10180673339999999,0.0,true,false,false
5bus,investment,sienna,10,convex_hull,dirac,economic,5,13.924695058095216,0.0,95.29060170254498,0.1672405832,0.1,true,false,true
5bus,investment,sienna,10,convex_hull,convex,economic,5,14.14293661746755,0.0,66.50704278420373,0.1330498082,0.0,true,true,true
5bus,investment,sienna,10,convex_hull,conical,economic,5,14.14399058963285,0.0,45.263261358000605,0.12782384200000002,0.0,true,true,true
5bus,investment,sienna,10,convex_hull,conical_bounded,economic,5,13.821151182413317,0.0,37.387178409015675,0.1752046086,0.1,true,false,true
5bus,investment,sienna,10,convex_hull_with_null,dirac,economic,5,57.79478803965522,0.0,56.81854220671066,0.1787501998,0.0,true,false,false
5bus,investment,sienna,10,convex_hull_with_null,convex,economic,5,50.02058442891677,0.0,54.32778219686021,0.30358587559999994,0.1,true,false,false
5bus,investment,sienna,10,convex_hull_with_null,conical,economic,5,79.46099098736225,0.0,65.6161689669503,0.2875364670000001,0.1,true,false,false
5bus,investment,sienna,10,convex_hull_with_null,conical_bounded,economic,5,90.07017593192418,0.0,67.89547773342262,0.197758125,0.1,true,false,false
5bus,investment,sienna,10,conical_hull,dirac,economic,5,12.594176389399902,0.0,11.37567832534598,0.0828009832,0.0,true,true,true
5bus,investment,sienna,10,conical_hull,convex,economic,5,12.615610287002843,0.0,13.44444054836131,0.1074559496,0.0,true,true,true
5bus,investment,sienna,10,conical_hull,conical,economic,5,23.12481948552478,0.0,44.78476355483625,0.1299238748,0.0,true,false,false
5bus,investment,sienna,10,conical_hull,conical_bounded,economic,5,12.603125242672553,0.0,13.08597342549451,0.153424117,0.1,true,false,true
5bus,investment,sienna,20,k_means,dirac,economic,5,662.3589713327694,382.6,85.82629881720717,0.1682710508,0.0,false,false,false
5bus,investment,sienna,20,k_means,convex,economic,5,637.6424766623371,374.9,83.8375968741037,0.42078150799999997,0.1,false,false,false
5bus,investment,sienna,20,k_means,conical,economic,5,722.8834987054081,445.4,84.04253603692857,0.3121819416,0.1,false,false,false
5bus,investment,sienna,20,k_means,conical_bounded,economic,5,621.4241309660235,361.1,84.30410483841437,0.40754144999999997,0.1,false,false,false
5bus,investment,sienna,20,k_medoids,dirac,economic,5,38.54497771865331,45.3,35.553910733467056,0.16007155820000002,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,convex,economic,5,35.93775227604791,42.1,32.38020820573539,0.27258195020000003,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,conical,economic,5,35.21403710716213,39.6,30.334920182184426,0.26673920819999997,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,conical_bounded,economic,5,38.496074168872596,47.6,34.51063739674356,0.46614188360000003,0.1,false,false,false
5bus,investment,sienna,20,hierarchical,dirac,economic,5,52.83315438159535,0.0,53.0865731980813,0.1538891164,0.0,true,false,false
5bus,investment,sienna,20,hierarchical,convex,economic,5,60.07383998851425,0.0,56.28109674015261,0.4499663,0.1,true,false,false
5bus,investment,sienna,20,hierarchical,conical,economic,5,57.3307656452022,0.0,54.05865168348057,0.2881398748,0.1,true,false,false
5bus,investment,sienna,20,hierarchical,conical_bounded,economic,5,60.734277971970435,0.0,57.76644117504678,0.3991856588,0.1,true,false,false
5bus,investment,sienna,20,chronological,dirac,economic,5,24.363890189962014,0.0,32.19433170513502,0.1111625082,0.0,true,false,false
5bus,investment,sienna,20,chronological,convex,economic,5,24.14748228485164,0.0,31.523563079801733,0.3443784586,0.1,true,false,false
5bus,investment,sienna,20,chronological,conical,economic,5,24.483813824345813,0.0,23.624492407383407,0.2432154498,0.1,true,false,false
5bus,investment,sienna,20,chronological,conical_bounded,economic,5,23.767447485544402,0.0,33.60469351963748,0.32843539159999996,0.1,true,false,false
5bus,investment,sienna,20,convex_hull,dirac,economic,5,13.663606631416258,0.0,91.85832710164811,0.3984321918,0.1,true,false,false
5bus,investment,sienna,20,convex_hull,convex,economic,5,13.40707365830296,0.0,62.24874492488343,0.5728923502,0.1,true,false,false
5bus,investment,sienna,20,convex_hull,conical,economic,5,12.863747251720124,0.0,59.06192802351673,0.4393040082,0.1,true,false,false
5bus,investment,sienna,20,convex_hull,conical_bounded,economic,5,13.066558554270324,0.0,42.94405655534838,0.5925326254,0.1,true,false,false
5bus,investment,sienna,20,convex_hull_with_null,dirac,economic,5,67.4188080973939,0.0,61.310139710267926,0.41812939179999997,0.1,true,false,false
5bus,investment,sienna,20,convex_hull_with_null,convex,economic,5,57.770396191394504,0.0,57.034427219517184,0.5565905663999999,0.1,true,false,false
5bus,investment,sienna,20,convex_hull_with_null,conical,economic,5,62.87890110123078,0.0,59.476454344145225,0.6774271082,0.0,true,false,false
5bus,investment,sienna,20,convex_hull_with_null,conical_bounded,economic,5,67.33059652281372,0.0,62.15451219548487,0.6391475248,0.1,true,false,false
5bus,investment,sienna,20,conical_hull,dirac,economic,5,1.220117351678729,0.0,31.45903150381826,0.23643191659999996,0.1,true,true,true
5bus,investment,sienna,20,conical_hull,convex,economic,5,1.1110840912763376,0.0,32.70349200792882,0.3247427582,0.1,true,false,true
5bus,investment,sienna,20,conical_hull,conical,economic,5,3.587713899091205,0.0,72.18443469564524,0.2978119166,0.1,true,false,false
5bus,investment,sienna,20,conical_hull,conical_bounded,economic,5,1.0559757454256635,0.0,32.2348756245649,0.32394619160000004,0.1,true,false,true
5bus,investment,sienna,40,k_means,dirac,economic,5,51.666117723617575,18.5,52.08799125434265,0.265028425,0.0,false,false,false
5bus,investment,sienna,40,k_means,convex,economic,5,41.695145378741756,5.0,48.50307697568195,0.8341311246,0.1,false,false,false
5bus,investment,sienna,40,k_means,conical,economic,5,38.08355838873589,4.6,45.06709021263333,0.7628048586,0.1,false,false,false
5bus,investment,sienna,40,k_means,conical_bounded,economic,5,43.51550837630316,5.0,50.258367016951986,0.9502112333999999,0.1,false,false,false
5bus,investment,sienna,40,k_medoids,dirac,economic,5,14.966036435811478,15.1,20.637234554547824,0.2662403002,0.0,false,false,false
5bus,investment,sienna,40,k_medoids,convex,economic,5,14.557509366323648,14.9,20.635238807914547,0.8846897662,0.0,false,false,false
5bus,investment,sienna,40,k_medoids,conical,economic,5,14.994806307018482,15.1,19.69319623653089,0.8180394249999999,0.1,false,false,false
5bus,investment,sienna,40,k_medoids,conical_bounded,economic,5,14.351900161532049,14.9,20.844689165936913,0.7654542002000001,0.1,false,false,false
5bus,investment,sienna,40,hierarchical,dirac,economic,5,7.6309978775424225,0.0,5.791916319092145,0.26299388339999996,0.0,true,false,false
5bus,investment,sienna,40,hierarchical,convex,economic,5,6.297703635708873,0.0,12.455631616750116,0.9465118499999999,0.0,true,false,false
5bus,investment,sienna,40,hierarchical,conical,economic,5,6.09498307145433,0.0,10.977000060202025,0.6948502,0.2,true,false,false
5bus,investment,sienna,40,hierarchical,conical_bounded,economic,5,5.619330683494028,0.0,11.691913585831232,0.9021639502,0.1,true,false,false
5bus,investment,sienna,40,chronological,dirac,economic,5,23.49752617451779,0.0,22.974966916768746,0.2122276248,0.0,true,false,false
5bus,investment,sienna,40,chronological,convex,economic,5,23.96254686588062,0.0,27.94404130843032,0.8484123499999999,0.0,true,false,false
5bus,investment,sienna,40,chronological,conical,economic,5,27.10319534719481,0.0,22.599216456510124,0.8553948664,0.0,true,false,false
5bus,investment,sienna,40,chronological,conical_bounded,economic,5,23.795553317794727,0.0,28.539743669397705,0.6999286166,0.0,true,false,false
5bus,investment,sienna,40,convex_hull,dirac,economic,5,13.612658323016523,0.0,67.33544973470325,1.2511525749999999,0.0,true,false,false
5bus,investment,sienna,40,convex_hull,convex,economic,5,13.682882082260917,0.0,40.785706516866725,1.2733524504,0.0,true,false,false
5bus,investment,sienna,40,convex_hull,conical,economic,5,13.07685871779638,0.0,42.79728647560127,1.5114138084,0.0,true,false,false
5bus,investment,sienna,40,convex_hull,conical_bounded,economic,5,13.19702796682698,0.0,27.220395265424617,1.32746875,0.0,true,false,false
5bus,investment,sienna,40,convex_hull_with_null,dirac,economic,5,70.42170290177259,0.0,58.97415535608609,1.3495373750000002,0.0,true,false,false
5bus,investment,sienna,40,convex_hull_with_null,convex,economic,5,62.453223986505726,0.0,54.60825667647198,1.4086213332,0.1,true,false,false
5bus,investment,sienna,40,convex_hull_with_null,conical,economic,5,62.05317388024842,0.0,56.575670279829886,1.5900153333999998,0.1,true,false,false
5bus,investment,sienna,40,convex_hull_with_null,conical_bounded,economic,5,69.27571258735257,0.0,60.89907967751967,1.4237277335999998,0.1,true,false,false
5bus,investment,sienna,40,conical_hull,dirac,economic,5,1.0111456507831074,0.0,15.330448089147675,0.5067413172,0.1,true,true,true
5bus,investment,sienna,40,conical_hull,convex,economic,5,0.9726215398935478,0.0,15.812638003353195,0.8186383832,0.1,true,true,true
5bus,investment,sienna,40,conical_hull,conical,economic,5,3.238539492219439,0.0,42.34961103995818,0.8496024585999999,0.1,true,false,false
5bus,investment,sienna,40,conical_hull,conical_bounded,economic,5,0.9394886350804654,0.0,15.631598588918177,0.7973662414,0.1,true,true,true
5bus,investment,sienna,80,k_means,dirac,economic,5,40.20674932732765,5.8,47.411321840044835,0.4566884164,0.0,false,false,false
5bus,investment,sienna,80,k_means,convex,economic,5,37.98739342605649,10.6,45.28299921359074,2.176541592,0.2,false,false,false
5bus,investment,sienna,80,k_means,conical,economic,5,32.823868906209185,10.4,39.75504285364329,1.7759591915999997,0.1,false,false,false
5bus,investment,sienna,80,k_means,conical_bounded,economic,5,38.86845777394278,10.6,46.72336624392078,2.2494389168,0.2,false,false,false
5bus,investment,sienna,80,k_medoids,dirac,economic,5,4.016994896979375,4.6,9.632691612187736,0.408973767,0.0,false,false,false
5bus,investment,sienna,80,k_medoids,convex,economic,5,4.1059863960754495,4.4,9.683191602875398,1.9948165668000002,0.0,false,false,false
5bus,investment,sienna,80,k_medoids,conical,economic,5,4.367403088347151,4.5,10.82937705580243,1.5175982834000001,0.2,false,false,false
5bus,investment,sienna,80,k_medoids,conical_bounded,economic,5,4.130743359814998,4.4,9.403261050725124,2.0282316828,0.1,false,false,false
5bus,investment,sienna,80,hierarchical,dirac,economic,5,7.595920285327628,0.0,19.369116785183408,0.416434733,0.0,true,false,false
5bus,investment,sienna,80,hierarchical,convex,economic,5,6.320324990676562,0.0,16.04240044974198,2.0055877086,0.0,true,false,false
5bus,investment,sienna,80,hierarchical,conical,economic,5,7.947685665518489,0.0,10.0527432373842,1.5941537998000002,0.1,true,false,false
5bus,investment,sienna,80,hierarchical,conical_bounded,economic,5,5.5672034626755185,0.0,16.380844588940516,2.0344006836,0.1,true,false,false
5bus,investment,sienna,80,chronological,dirac,economic,5,0.013993842866377726,0.0,6.8156710754394325,0.3826369586,0.0,true,true,true
5bus,investment,sienna,80,chronological,convex,economic,5,0.06178302131716329,0.0,12.908738668354825,1.8056621575999998,0.0,true,true,true
5bus,investment,sienna,80,chronological,conical,economic,5,0.5657754867563591,0.0,4.728371917517538,1.3814361416,0.1,true,true,true
5bus,investment,sienna,80,chronological,conical_bounded,economic,5,0.09279695972526092,0.0,14.272805236639536,1.7657418831999998,0.1,true,true,true
5bus,investment,sienna,80,convex_hull,dirac,economic,5,0.14102637357125136,0.0,75.42756186415394,3.7583722672,0.2,true,true,true
5bus,investment,sienna,80,convex_hull,convex,economic,5,0.15895421435550006,0.0,48.212414378156744,4.893499767,0.4,true,true,true
5bus,investment,sienna,80,convex_hull,conical,economic,5,0.4733115038200397,0.0,49.941455111045435,4.6738272832,0.1,true,true,true
5bus,investment,sienna,80,convex_hull,conical_bounded,economic,5,0.16608481805928665,0.0,36.660184746369616,4.8810146584,0.2,true,true,true
5bus,investment,sienna,80,convex_hull_with_null,dirac,economic,5,0.10726783046037802,0.0,71.12983755504382,3.7186618001999996,0.1,true,true,true
5bus,investment,sienna,80,convex_hull_with_null,convex,economic,5,0.1533143074206711,0.0,47.537381179685255,4.8711071418000005,0.2,true,true,true
5bus,investment,sienna,80,convex_hull_with_null,conical,economic,5,0.20276042794349358,0.0,37.10435520918976,4.5472710166,0.1,true,true,true
5bus,investment,sienna,80,convex_hull_with_null,conical_bounded,economic,5,0.15081357215407376,0.0,28.418606608218163,4.9957746998,0.2,true,true,true
5bus,investment,sienna,80,conical_hull,dirac,economic,5,0.7635910841407023,0.0,0.7700143175204619,1.3109169666,0.2,true,true,true
5bus,investment,sienna,80,conical_hull,convex,economic,5,0.8082280594460478,0.0,2.4469973959580082,2.0534385326,0.2,true,true,true
5bus,investment,sienna,80,conical_hull,conical,economic,5,2.625651494743231,0.0,27.75226660906311,1.9100744748,0.1,true,false,false
5bus,investment,sienna,80,conical_hull,conical_bounded,economic,5,0.8007656744322578,0.0,2.2129359440000065,2.0788949332,0.2,true,true,true
5bus,investment,sienna,10,k_means,dirac,unscaled,5,151.29841937906517,66.4,69.10722244769734,0.0660098836,0.0,false,false,false
5bus,investment,sienna,10,k_means,convex,unscaled,5,124.04250722521815,45.7,65.7978247629233,0.16892994160000002,0.1,false,false,false
5bus,investment,sienna,10,k_means,conical,unscaled,5,123.85997501398,45.2,65.68584138104379,0.0874042584,0.0,false,false,false
5bus,investment,sienna,10,k_means,conical_bounded,unscaled,5,124.75615725706567,45.9,66.311081350258,0.1856595328,0.1,false,false,false
5bus,investment,sienna,10,k_medoids,dirac,unscaled,5,106.1711703988608,27.7,63.53395378894237,0.0574612084,0.0,false,false,false
5bus,investment,sienna,10,k_medoids,convex,unscaled,5,103.45967196065612,26.7,62.518463164126345,0.1311311662,0.1,false,false,false
5bus,investment,sienna,10,k_medoids,conical,unscaled,5,104.02181871915077,26.2,62.58953725216069,0.08035499980000001,0.0,false,false,false
5bus,investment,sienna,10,k_medoids,conical_bounded,unscaled,5,100.7906774783098,24.0,62.7256752364126,0.17676304159999998,0.1,false,false,false
5bus,investment,sienna,10,hierarchical,dirac,unscaled,5,113.97785619972596,0.0,65.76318721559288,0.069568133,0.0,true,false,false
5bus,investment,sienna,10,hierarchical,convex,unscaled,5,114.99719103040972,0.0,65.12485219686381,0.17135720019999998,0.1,true,false,false
5bus,investment,sienna,10,hierarchical,conical,unscaled,5,114.46080083896652,0.0,64.65246403263137,0.07201564159999999,0.0,true,false,false
5bus,investment,sienna,10,hierarchical,conical_bounded,unscaled,5,115.45427663845024,0.0,65.64107507366754,0.0779920086,0.0,true,false,false
5bus,investment,sienna,10,chronological,dirac,unscaled,5,67.15305439436625,0.0,21.45051970212605,0.1086999246,0.1,true,false,false
5bus,investment,sienna,10,chronological,convex,unscaled,5,64.58169100849686,0.0,10.357413820917234,0.12058691660000001,0.1,true,false,false
5bus,investment,sienna,10,chronological,conical,unscaled,5,64.24865560996622,0.0,15.680734821451631,0.125188075,0.1,true,false,false
5bus,investment,sienna,10,chronological,conical_bounded,unscaled,5,64.4108351588962,0.0,8.503882759985341,0.17206898340000001,0.1,true,false,false
5bus,investment,sienna,10,convex_hull,dirac,unscaled,5,1.7719553085979947,0.0,13.126740415194963,0.0760557,0.0,true,false,true
5bus,investment,sienna,10,convex_hull,convex,unscaled,5,1.6771833399091385,0.0,12.285690693785211,0.14333364999999998,0.1,true,true,true
5bus,investment,sienna,10,convex_hull,conical,unscaled,5,1.6441416281399277,0.0,11.629033665350807,0.09710035,0.0,true,false,true
5bus,investment,sienna,10,convex_hull,conical_bounded,unscaled,5,1.3443213319851655,0.0,12.546251844678629,0.1018512586,0.0,true,true,true
5bus,investment,sienna,10,convex_hull_with_null,dirac,unscaled,5,2.174646483096998,0.0,57.30342808648605,0.0866249916,0.0,true,true,true
5bus,investment,sienna,10,convex_hull_with_null,convex,unscaled,5,2.283358705146621,0.0,48.422220755939094,0.1338059082,0.0,true,true,true
5bus,investment,sienna,10,convex_hull_with_null,conical,unscaled,5,2.0833271882454873,0.0,46.380983078729074,0.11350331659999999,0.0,true,true,true
5bus,investment,sienna,10,convex_hull_with_null,conical_bounded,unscaled,5,2.2423621931842996,0.0,45.7040671458044,0.11614800839999999,0.0,true,true,true
5bus,investment,sienna,10,conical_hull,dirac,unscaled,5,27.688117583829516,0.0,36.10735325693473,0.07045987499999999,0.0,true,false,false
5bus,investment,sienna,10,conical_hull,convex,unscaled,5,27.94366584407168,0.0,36.8352771786233,0.11789539959999999,0.0,true,false,false
5bus,investment,sienna,10,conical_hull,conical,unscaled,5,25.764491198590076,0.0,30.3342307042936,0.1181954332,0.0,true,false,false
5bus,investment,sienna,10,conical_hull,conical_bounded,unscaled,5,27.945491953299275,0.0,37.113852358963165,0.13155227519999999,0.0,true,false,false
5bus,investment,sienna,20,k_means,dirac,unscaled,5,41.20427799671281,19.9,44.492200172179665,0.1133433248,0.0,false,false,false
5bus,investment,sienna,20,k_means,convex,unscaled,5,38.28050026026226,17.5,41.55708593283592,0.2675221832,0.1,false,false,false
5bus,investment,sienna,20,k_means,conical,unscaled,5,38.68323656510455,17.4,41.25866191768286,0.1574328746,0.0,false,false,false
5bus,investment,sienna,20,k_means,conical_bounded,unscaled,5,37.836429308075076,16.8,41.78607104806931,0.18869466659999998,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,dirac,unscaled,5,37.21237193727833,32.2,36.712351943938835,0.11800116680000002,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,convex,unscaled,5,31.07382686813876,33.4,28.50829070074958,0.33289775759999995,0.1,false,false,false
5bus,investment,sienna,20,k_medoids,conical,unscaled,5,30.930426395715802,33.3,27.881121238128024,0.18804739180000002,0.0,false,false,false
5bus,investment,sienna,20,k_medoids,conical_bounded,unscaled,5,30.96131238428896,33.4,28.840582781229283,0.20510596639999998,0.0,false,false,false
5bus,investment,sienna,20,hierarchical,dirac,unscaled,5,2.05297025113369,0.0,22.78790904112827,0.1373434582,0.0,true,true,false
5bus,investment,sienna,20,hierarchical,convex,unscaled,5,2.2063945628658654,0.0,21.096849628119916,0.24381605860000005,0.1,true,false,false
5bus,investment,sienna,20,hierarchical,conical,unscaled,5,2.208917626031237,0.0,20.556335337158593,0.217524342,0.1,true,false,false
5bus,investment,sienna,20,hierarchical,conical_bounded,unscaled,5,2.1975334717229345,0.0,21.75733757941517,0.23144795,0.1,true,false,false
5bus,investment,sienna,20,chronological,dirac,unscaled,5,3.755711579084564,0.0,3.0086673981988197,0.0902122834,0.0,true,false,false
5bus,investment,sienna,20,chronological,convex,unscaled,5,3.2836045980155104,0.0,3.799698620258501,0.25167069160000005,0.1,true,false,false
5bus,investment,sienna,20,chronological,conical,unscaled,5,3.8104396386358985,0.0,6.264775946175901,0.2105996918,0.1,true,false,false
5bus,investment,sienna,20,chronological,conical_bounded,unscaled,5,3.2355394580301677,0.0,5.124063870138597,0.158842667,0.0,true,false,false
5bus,investment,sienna,20,convex_hull,dirac,unscaled,5,0.7094037148378307,0.0,3.5170132547528654,0.27283319199999995,0.1,true,true,true
5bus,investment,sienna,20,convex_hull,convex,unscaled,5,1.2886908841897027,0.0,5.151155702002331,0.3596266998,0.1,true,false,true
5bus,investment,sienna,20,convex_hull,conical,unscaled,5,1.426211248283793,0.0,6.607759654074829,0.2999524666,0.1,true,false,true
5bus,investment,sienna,20,convex_hull,conical_bounded,unscaled,5,1.211944213491245,0.0,5.420755725845293,0.3249825164,0.1,true,false,true
5bus,investment,sienna,20,convex_hull_with_null,dirac,unscaled,5,1.284276535673201,0.0,36.12385342389309,0.2507154248,0.0,true,false,true
5bus,investment,sienna,20,convex_hull_with_null,convex,unscaled,5,1.515687199368676,0.0,28.631442274814894,0.39006443339999997,0.1,true,false,true
5bus,investment,sienna,20,convex_hull_with_null,conical,unscaled,5,1.4413790510057645,0.0,23.750212142270414,0.34750149999999996,0.1,true,false,true
5bus,investment,sienna,20,convex_hull_with_null,conical_bounded,unscaled,5,1.5075286922769715,0.0,30.038933898865103,0.34018357539999994,0.1,true,false,true
5bus,investment,sienna,20,conical_hull,dirac,unscaled,5,1.859246599491349,0.0,0.13987120468314584,0.222459617,0.1,true,false,false
5bus,investment,sienna,20,conical_hull,convex,unscaled,5,1.8910868637085798,0.0,8.242384195152617,0.403725617,0.1,true,false,false
5bus,investment,sienna,20,conical_hull,conical,unscaled,5,2.358692552128683,0.0,2.5862610805008956,0.35588023300000005,0.1,true,false,false
5bus,investment,sienna,20,conical_hull,conical_bounded,unscaled,5,1.884943503749481,0.0,8.242477827584473,0.3191754914,0.1,true,false,false
5bus,investment,sienna,40,k_means,dirac,unscaled,5,19.634843032194325,13.8,31.231020164734087,0.2508673836,0.0,false,false,false
5bus,investment,sienna,40,k_means,convex,unscaled,5,12.629451054192943,16.9,20.882660620009606,0.6793484166000001,0.0,false,false,false
5bus,investment,sienna,40,k_means,conical,unscaled,5,12.711522592063375,17.0,21.32333816732888,0.454389958,0.1,false,false,false
5bus,investment,sienna,40,k_means,conical_bounded,unscaled,5,12.588843571911292,16.8,21.142129112561726,0.6326751500000001,0.1,false,false,false
5bus,investment,sienna,40,k_medoids,dirac,unscaled,5,11.466693786669117,5.4,11.45352753176336,0.25743166659999994,0.0,false,false,false
5bus,investment,sienna,40,k_medoids,convex,unscaled,5,6.108522550839441,4.9,11.340377152909271,0.6080791084,0.1,false,false,false
5bus,investment,sienna,40,k_medoids,conical,unscaled,5,6.057917336764954,4.9,6.9258202103457105,0.41944047520000005,0.0,false,false,false
5bus,investment,sienna,40,k_medoids,conical_bounded,unscaled,5,6.095509014357118,4.9,11.832481651528271,0.49911715819999997,0.1,false,false,false
5bus,investment,sienna,40,hierarchical,dirac,unscaled,5,1.8649342230933954,0.0,20.8738391855436,0.23761740000000003,0.0,true,false,false
5bus,investment,sienna,40,hierarchical,convex,unscaled,5,2.0557961135242664,0.0,19.027251162589028,0.5997981085999999,0.1,true,false,false
5bus,investment,sienna,40,hierarchical,conical,unscaled,5,2.021497345738865,0.0,18.74847835735559,0.4790288834,0.1,true,false,false
5bus,investment,sienna,40,hierarchical,conical_bounded,unscaled,5,2.0574749469623344,0.0,19.629736246740023,0.5162785166000001,0.1,true,false,false
5bus,investment,sienna,40,chronological,dirac,unscaled,5,3.4922850738227984,0.0,6.45326867112847,0.2136358586,0.0,true,false,false
5bus,investment,sienna,40,chronological,convex,unscaled,5,3.3037102007444914,0.0,24.45485864298029,0.534711658,0.1,true,false,false
5bus,investment,sienna,40,chronological,conical,unscaled,5,3.539874467975545,0.0,24.64332408826067,0.5069690916,0.1,true,false,false
