name,seed,n_rep_periods,period_length,clustering_type,weight_type,normalization,tol,projection_error,sigma_max,sigma_min,kappa,stable_rank,numerical_rank,mean_weight_sum,max_weight_sum,frac_weight_sum_gt1,frac_weight_sum_lt1,weight_density,pgd_total_iters,pgd_max_iters_per_fit,cache_hits,cache_misses,termination_status,objective_value,cost_of_investment,cost_of_operations,cost_of_spillage,cost_of_borrow,n_variables,n_constraints,evaluation_termination_status,evaluated_objective_value,eval_cost_of_investment,eval_cost_of_operations,eval_cost_of_spillage,eval_cost_of_borrow,eval_n_variables,eval_n_constraints,total_spillage,total_borrow,time_to_preprocess,time_to_cluster,time_to_fit_weights,time_to_formulate_model,time_to_solve,time_to_read
synth/knobs/renew80_1_2880_k_means_dirac_0.01_economic,653657,1,2880,k_means,dirac,economic,0.01,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,1.0,0,0,0,0,OPTIMAL,1.2515888532278384e6,0.0,1.2515888532278386e6,0.0,0.0,40329,74901,N/A,,,,,,0,0,0.0,0.0,0.002966458,0.004080083,1.083e-6,0.078365292,0.161502083,0.027847916
synth/knobs/renew80_10_24_conical_hull_dirac_0.01_economic,653657,10,24,conical_hull,dirac,economic,0.01,399.6504659455051,925.5435496427259,0.00047444815040065524,1.9507791291021707e6,1.232339905841729,10,1.0,1.0,0.0,0.0,0.1,0,0,500,535,OPTIMAL,1.3318672950078195e6,0.0,1.3318672950078193e6,0.0,0.0,4473,8439,OPTIMAL,1.2711613329361677e6,0.0,1.2711613329363505e6,0.0,-1.8189894035458565e-7,40329,74541,2459.8993787893583,-1.8189894035458565e-11,0.00328225,0.007742625,7.08e-7,0.030316125,0.017541542,0.027847916
synth/knobs/renew80_10_24_conical_hull_convex_0.01_economic,653657,10,24,conical_hull,convex,economic,0.01,71.23719112280209,925.5435496427259,0.00047444815040065524,1.9507791291021707e6,1.232339905841729,10,1.0,1.0000000000000002,0.0,0.0,0.20583333333333334,34192,1375,500,535,OPTIMAL,1.2607499393765025e6,0.0,1.2607499393765023e6,0.0,0.0,4473,8439,OPTIMAL,1.26073768833661e6,0.0,1.2607376883365742e6,0.0,3.637978807091713e-8,40329,74541,2112.444558796874,3.637978807091713e-12,0.003626292,0.007946292,0.027485333,0.030540375,0.026223208,0.027847916
synth/knobs/renew80_10_24_conical_hull_conical_0.01_economic,653657,10,24,conical_hull,conical,economic,0.01,65.74064256730365,925.5435496427259,0.00047444815040065524,1.9507791291021707e6,1.232339905841729,10,1.0022564181451217,1.0260130794716131,0.3,0.6166666666666667,0.20666666666666667,35424,1471,500,535,OPTIMAL,1.25791438575495e6,0.0,1.2579143857549496e6,0.0,0.0,4473,8439,OPTIMAL,1.260923829517796e6,0.0,1.260923829517742e6,0.0,5.4569682106375694e-8,40329,74541,2118.6492648357944,5.4569682106375694e-12,0.003362291,0.007718875,0.005938875,0.03098625,0.028001708,0.027847916
synth/knobs/renew80_10_24_conical_hull_conical_bounded_0.01_economic,653657,10,24,conical_hull,conical_bounded,economic,0.01,71.08862318276947,925.5435496427259,0.00047444815040065524,1.9507791291021707e6,1.232339905841729,10,0.998642695775475,1.0,0.0,0.625,0.20583333333333334,34822,1471,500,535,OPTIMAL,1.2577236944265417e6,0.0,1.2577236944265417e6,0.0,0.0,4473,8439,OPTIMAL,1.2609946863933082e6,0.0,1.2609946863935448e6,0.0,-2.3646862246096134e-7,40329,74541,2121.0111606958667,-2.3646862246096134e-11,0.003173416,0.007857042,0.010880625,0.031280083,0.029722542,0.027847916
synth/knobs/renew80_10_24_k_means_convex_0.01_economic,653657,10,24,k_means,convex,economic,0.01,124.4939521014301,936.3808456411912,0.00011533202358371305,8.1190012673411975e6,1.2164248129766126,10,1.0,1.0,0.0,0.0,0.1875,24218,815,0,0,OPTIMAL,1.2225813749717867e6,0.0,1.2225813749717865e6,0.0,0.0,4473,8439,OPTIMAL,1.2602129405403435e6,0.0,1.2602129405402346e6,0.0,1.0913936421275139e-7,40329,74541,2094.9529655854194,1.0913936421275139e-11,0.003260709,0.005330834,0.008456,0.032264041,0.02904175,0.027847916
synth/knobs/renew80_10_24_k_medoids_convex_0.01_economic,653657,10,24,k_medoids,convex,economic,0.01,102.39974743392962,945.166256616885,0.0003756439817654972,2.516122452367473e6,1.220272136497956,10,1.0,1.0000000000000002,0.0,0.0,0.19333333333333333,37933,1718,0,0,OPTIMAL,1.2551313213653232e6,0.0,1.255131321365323e6,0.0,0.0,4473,8439,OPTIMAL,1.2635662723899705e6,0.0,1.2635662723900252e6,0.0,-5.4569682106375694e-8,40329,74541,2206.730693911751,-5.4569682106375694e-12,0.003275667,0.005132416,0.048868,0.030290375,0.032722708,0.027847916
synth/knobs/renew80_10_24_hierarchical_convex_0.01_economic,653657,10,24,hierarchical,convex,economic,0.01,90.82563830222412,926.6269562428583,0.0007179282270490759,1.290695812381697e6,1.2285163815249776,10,1.0,1.0000000000000002,0.0,0.0,0.18916666666666668,22766,608,0,0,OPTIMAL,1.23524278326934e6,0.0,1.2352427832693402e6,0.0,0.0,4473,8439,OPTIMAL,1.265761698175231e6,0.0,1.265761698175563e6,0.0,-3.319655661471188e-7,40329,74541,2279.911553429735,-3.319655661471188e-11,0.003283625,0.005134,0.006530833,0.031206166,0.025635417,0.027847916
synth/knobs/renew80_10_24_chronological_convex_0.01_economic,653657,10,24,chronological,convex,economic,0.01,135.75792955514245,948.7241742229509,0.00030126706745228375,3.1491134502220848e6,1.2215722157686402,10,1.0,1.0,0.0,0.0,0.2025,88776,8135,0,0,OPTIMAL,1.2494900919775437e6,0.0,1.2494900919775434e6,0.0,0.0,4473,8439,OPTIMAL,1.273189729330046e6,0.0,1.2731897293298251e6,0.0,2.2168933355715126e-7,40329,74541,2527.5125919050142,2.2168933355715126e-11,0.003203375,0.00517775,0.026555375,0.031146959,0.033306125,0.027847916
synth/knobs/renew80_10_24_convex_hull_convex_0.01_economic,653657,10,24,convex_hull,convex,economic,0.01,66.22277025397086,950.6630046680356,0.0007518593932842548,1.2644159442038378e6,1.223922216779575,10,1.0,1.0000000000000002,0.0,0.0,0.20583333333333334,21355,350,470,565,OPTIMAL,1.2714364738071735e6,0.0,1.2714364738071735e6,0.0,0.0,4473,8439,OPTIMAL,1.263952071651355e6,0.0,1.263952071651046e6,0.0,3.092281986027956e-7,40329,74541,2219.590669279285,3.092281986027956e-11,0.003306,0.01283275,0.006276458,0.031016083,0.028767875,0.027847916
