name,seed,n_rep_periods,period_length,clustering_type,distance,weight_type,projection_error,termination_status,objective_value,evaluation_termination_status,evaluated_objective_value,total_spillage,total_borrow,time_to_preprocess,time_to_cluster,time_to_fit_weights,time_to_formulate_model,time_to_solve,time_to_read
tyndp2024_40_24_k_means_euclidean_dirac_1000_0.0001,891,40,24,k_means,euclidean,dirac,161.13483163833288,OPTIMAL,1.5925816031379463e7,OPTIMAL,3.530465464098801e7,9.39531754188892e7,1.5132384965590166e7,0.0134685,0.55139375,9.59e-7,5.228025166,14.635209416,0.971655
tyndp2024_40_24_k_medoids_euclidean_dirac_1000_0.0001,891,40,24,k_medoids,euclidean,dirac,207.3583834528391,OPTIMAL,2.0140018600320533e7,OPTIMAL,3.1816739552968703e7,5.448664410379022e7,1.008863069664456e7,0.014336667,0.566502,2.5542e-5,7.246299333,17.212400417,0.971655
tyndp2024_40_24_hull_euclidean_dirac_1000_0.0001,891,40,24,hull,euclidean,dirac,211.89031745036712,OPTIMAL,2.7266443279436547e7,OPTIMAL,3.318602157865e7,1.1416694586380573e8,1.2467422650145046e7,0.012968,4.430934875,1.208e-6,5.196290916,15.790657541,0.971655
tyndp2024_40_24_k_means_euclidean_convex_1000_0.0001,891,40,24,k_means,euclidean,convex,151.57940825320924,OPTIMAL,1.6583370734625885e7,OPTIMAL,2.7395113987739746e7,4.830081700084817e7,6.60144812946856e6,0.014041125,0.539126292,26.047919083,5.003821167,13.626109625,0.971655
tyndp2024_40_24_k_medoids_euclidean_convex_1000_0.0001,891,40,24,k_medoids,euclidean,convex,168.92257154341004,OPTIMAL,2.025613508297703e7,OPTIMAL,2.569971488638106e7,9.377719314556886e7,5.160446450606097e6,0.014225584,0.697525917,23.947325041,4.870402917,19.256374625,0.971655
tyndp2024_40_24_hull_euclidean_convex_1000_0.0001,891,40,24,hull,euclidean,convex,149.41379915237079,OPTIMAL,2.796504403356793e7,OPTIMAL,2.5211549564316418e7,7.574602552820843e7,5.422081037548139e6,0.015474042,4.756488917,22.859223208,5.316398292,18.949738541,0.971655
tyndp2024_40_24_k_means_euclidean_conical_bounded_1000_0.0001,891,40,24,k_means,euclidean,conical_bounded,151.21541274800987,OPTIMAL,1.617674254800068e7,OPTIMAL,2.7255580736700166e7,8.086483042100593e7,7.288531441648777e6,0.014681875,0.555768375,27.338353541,5.22648475,14.427126167,0.971655
tyndp2024_40_24_k_medoids_euclidean_conical_bounded_1000_0.0001,891,40,24,k_medoids,euclidean,conical_bounded,168.7803169477701,OPTIMAL,1.9816439520238824e7,OPTIMAL,2.557223572248274e7,9.384733478941742e7,5.030585205693082e6,0.013523917,0.748869,23.721885167,5.25132475,18.301960291,0.971655
tyndp2024_40_24_hull_euclidean_conical_bounded_1000_0.0001,891,40,24,hull,euclidean,conical_bounded,149.27692451977921,OPTIMAL,2.1492091068549197e7,OPTIMAL,2.5450137589126572e7,7.89322339112325e7,5.4603635667487765e6,0.014059166,4.865877958,23.081369334,5.255240167,16.941103709,0.971655
tyndp2024_40_24_k_means_euclidean_conical_1000_0.0001,891,40,24,k_means,euclidean,conical,157.0280204005528,OPTIMAL,1.728598156180043e7,OPTIMAL,3.1755242924467094e7,8.472632541302922e7,1.1712459176760107e7,0.013739833,0.565157875,10.071046083,5.062363333,14.929603333,0.971655
tyndp2024_40_24_k_medoids_euclidean_conical_1000_0.0001,891,40,24,k_medoids,euclidean,conical,190.60436532517062,OPTIMAL,2.1701291709065404e7,OPTIMAL,2.838147530109621e7,4.872098619022035e7,6.804405904649043e6,0.014657791,0.525498375,10.260165375,5.786244542,12.9765755,0.971655
tyndp2024_40_24_hull_euclidean_conical_1000_0.0001,891,40,24,hull,euclidean,conical,193.38330799096804,OPTIMAL,3.1085215435548883e7,OPTIMAL,3.2135994130000524e7,9.890274592290358e7,1.1904930520675614e7,0.014109459,15.509394625,9.6604325,5.0915245,12.867465625,0.971655
tyndp2024_80_24_k_means_euclidean_dirac_1000_0.0001,891,80,24,k_means,euclidean,dirac,147.7756798331126,OPTIMAL,1.7303051527883448e7,OPTIMAL,3.0282182516677894e7,5.1875794907666564e7,9.33494487405608e6,0.01426175,1.011550458,8.34e-7,12.519022125,32.370184375,0.971655
tyndp2024_80_24_k_medoids_euclidean_dirac_1000_0.0001,891,80,24,k_medoids,euclidean,dirac,184.46721549777735,OPTIMAL,2.3328769118482504e7,OPTIMAL,3.2801216658532508e7,8.913308355491813e7,1.2773316190068668e7,0.014569666,0.538484833,2.4708e-5,12.829699125,30.736620375,0.971655
tyndp2024_80_24_hull_euclidean_dirac_1000_0.0001,891,80,24,hull,euclidean,dirac,185.7738263030967,OPTIMAL,2.3842216154441457e7,OPTIMAL,3.289819029833359e7,1.0227575698635517e8,1.2685767925627954e7,0.016162625,7.55506725,2.0625e-5,9.874394625,24.590196208,0.971655
tyndp2024_80_24_k_means_euclidean_convex_1000_0.0001,891,80,24,k_means,euclidean,convex,137.73117329633118,OPTIMAL,1.790249291353611e7,OPTIMAL,2.686644672093639e7,7.44850578173073e7,7.118809302739026e6,0.015641875,0.713750333,45.506886417,12.746330291,77.25082825,0.971655
tyndp2024_80_24_k_medoids_euclidean_convex_1000_0.0001,891,80,24,k_medoids,euclidean,convex,141.03157750090693,OPTIMAL,2.360871920608756e7,OPTIMAL,2.5183091102789238e7,4.569670633205504e7,4.543636843444267e6,0.014452375,0.522049875,37.320569375,13.080125417,72.977027958,0.971655
tyndp2024_80_24_hull_euclidean_convex_1000_0.0001,891,80,24,hull,euclidean,convex,129.74304718120953,OPTIMAL,2.4638441914593343e7,OPTIMAL,2.4525595107661325e7,6.80483970886577e7,4.899440040335874e6,0.013774666,7.100393083,36.532348875,9.797587667,37.866544667,0.971655
tyndp2024_80_24_k_means_euclidean_conical_bounded_1000_0.0001,891,80,24,k_means,euclidean,conical_bounded,137.67465330004185,OPTIMAL,1.7542104714354075e7,OPTIMAL,2.6904727443115197e7,7.547570906254092e7,7.144199327030135e6,0.014350167,1.127530291,45.856570083,11.895493375,62.520035666,0.971655
tyndp2024_80_24_k_medoids_euclidean_conical_bounded_1000_0.0001,891,80,24,k_medoids,euclidean,conical_bounded,141.13139808204065,OPTIMAL,2.3224947402965013e7,OPTIMAL,2.4839017616390508e7,7.876562276523995e7,5.0146281936513055e6,0.014096,1.124052709,37.560950667,12.641948958,71.644903917,0.971655
tyndp2024_80_24_hull_euclidean_conical_bounded_1000_0.0001,891,80,24,hull,euclidean,conical_bounded,128.63091325064843,OPTIMAL,2.2098505704521555e7,OPTIMAL,2.5342634192140494e7,8.895984301885408e7,5.519310802654324e6,0.013106333,7.086205125,37.309035,9.995417708,67.627296,0.971655
tyndp2024_80_24_k_means_euclidean_conical_1000_0.0001,891,80,24,k_means,euclidean,conical,144.54257691764394,OPTIMAL,1.795123314839805e7,OPTIMAL,3.02989973601336e7,5.725135713537084e7,9.393961826682968e6,0.013913708,1.140365,13.023606791,12.345288542,73.371189292,0.971655
tyndp2024_80_24_k_medoids_euclidean_conical_1000_0.0001,891,80,24,k_medoids,euclidean,conical,169.05329010680876,OPTIMAL,2.525046924953797e7,OPTIMAL,2.93433652015833e7,8.171430471583615e7,9.365687860513525e6,0.013017917,0.509445209,13.244684041,12.34940875,43.457856958,0.971655
tyndp2024_80_24_hull_euclidean_conical_1000_0.0001,891,80,24,hull,euclidean,conical,179.4806882583942,OPTIMAL,2.422567353773558e7,OPTIMAL,3.034543880539627e7,8.362510365377444e7,1.04605838451879e7,0.014304208,22.810406708,7.138169792,9.879775667,55.084676,0.971655
tyndp2024_1_8760_k_means_euclidean_dirac_1000_0.0001,191,1,8760,k_means,euclidean,dirac,0.0,OPTIMAL,2.323285434445553e7,N/A,,0.0,0.0,0.01279825,0.691360916,4.042e-6,46.198206625,103.609061667,0.972739209
tyndp2024_10_24_k_means_euclidean_dirac_1000_0.0001,191,10,24,k_means,euclidean,dirac,180.91419171826672,OPTIMAL,1.426121913619269e7,OPTIMAL,3.822596980590437e7,1.0535793739720505e8,1.7633330819426153e7,0.013647125,1.079056583,1.208e-6,3.654993542,2.181958417,0.972739209
tyndp2024_10_24_k_medoids_euclidean_dirac_1000_0.0001,191,10,24,k_medoids,euclidean,dirac,232.71471489284738,OPTIMAL,2.062054646619528e7,OPTIMAL,3.596216721456849e7,1.2970186516188306e8,1.4387606931653e7,0.013167958,0.49814125,4.59e-7,1.787615458,2.592025208,0.972739209
tyndp2024_10_24_hull_euclidean_dirac_1000_0.0001,191,10,24,hull,euclidean,dirac,249.8444172638333,OPTIMAL,1.703904309114629e7,OPTIMAL,5.410459591693947e7,1.3347878006271721e8,3.2977091225965798e7,0.013039084,3.206532125,1.25e-6,1.814791125,2.405294708,0.972739209
tyndp2024_10_24_k_means_euclidean_convex_1000_0.0001,191,10,24,k_means,euclidean,convex,173.93651291776732,OPTIMAL,1.400995483384908e7,OPTIMAL,2.840585343213033e7,9.237143504244085e7,7.9529212434052285e6,0.013590542,0.528128542,10.642115417,1.741641333,2.959489917,0.972739209
tyndp2024_10_24_k_medoids_euclidean_convex_1000_0.0001,191,10,24,k_medoids,euclidean,convex,197.42250391968258,OPTIMAL,2.1098828393134005e7,OPTIMAL,2.6550488128907282e7,6.868498161230299e7,4.404682227476012e6,0.01308975,0.505591042,11.195360625,1.840979375,3.358133958,0.972739209
tyndp2024_10_24_hull_euclidean_convex_1000_0.0001,191,10,24,hull,euclidean,convex,184.85995883433563,OPTIMAL,2.290503764939115e7,OPTIMAL,2.632515252853217e7,9.78338770278672e7,5.752235863601437e6,0.013244167,3.175663292,7.612889,1.799778791,3.254174708,0.972739209
tyndp2024_10_24_k_means_euclidean_conical_bounded_1000_0.0001,191,10,24,k_means,euclidean,conical_bounded,172.87943818353682,OPTIMAL,1.3509615477646124e7,OPTIMAL,2.972234806330531e7,5.344174810515935e7,8.28655370722915e6,0.012952459,0.508850416,11.081130791,1.759981083,3.51038075,0.972739209
tyndp2024_10_24_k_medoids_euclidean_conical_bounded_1000_0.0001,191,10,24,k_medoids,euclidean,conical_bounded,196.20432991646427,OPTIMAL,2.026773892773947e7,OPTIMAL,2.680585463571628e7,1.191119100769658e8,5.4015520582037065e6,0.013651417,0.506138709,11.791582333,1.821379083,3.546719041,0.972739209
tyndp2024_10_24_hull_euclidean_conical_bounded_1000_0.0001,191,10,24,hull,euclidean,conical_bounded,181.809821277012,OPTIMAL,2.3195538665461034e7,OPTIMAL,2.9765706892538466e7,9.87117954991451e7,9.180085652173843e6,0.013650583,3.266138375,8.29833825,1.836657583,3.516360333,0.972739209
tyndp2024_10_24_k_means_euclidean_conical_1000_0.0001,191,10,24,k_means,euclidean,conical,174.51795792290005,OPTIMAL,1.4437484162635062e7,OPTIMAL,3.3704075203521e7,1.0004911057283616e8,1.3149369129838077e7,0.01302025,0.520685125,7.808566167,1.744433667,2.394771459,0.972739209
tyndp2024_10_24_k_medoids_euclidean_conical_1000_0.0001,191,10,24,k_medoids,euclidean,conical,208.36811099309753,OPTIMAL,2.1918469166236036e7,OPTIMAL,2.8299544503691714e7,1.1840103188228951e8,6.835850271863465e6,0.012971917,0.953530459,7.872229416,1.823777958,2.733567584,0.972739209
tyndp2024_10_24_hull_euclidean_conical_1000_0.0001,191,10,24,hull,euclidean,conical,244.03746328981984,OPTIMAL,5.895257979384786e7,OPTIMAL,3.2117226875291962e7,9.23670285523609e7,1.1843537324140005e7,0.013096084,8.956130833,0.058570291,1.782773625,3.758404,0.972739209
tyndp2024_20_24_k_means_euclidean_dirac_1000_0.0001,191,20,24,k_means,euclidean,dirac,169.76561655188263,OPTIMAL,1.517402923859293e7,OPTIMAL,3.3147469320871912e7,4.7350748065141e7,1.2053864755174814e7,0.014372292,0.531696417,6.0e-6,3.118527667,6.948253709,0.972739209
tyndp2024_20_24_k_medoids_euclidean_dirac_1000_0.0001,191,20,24,k_medoids,euclidean,dirac,218.8250433899291,OPTIMAL,1.9544157262185417e7,OPTIMAL,3.430000276125383e7,1.26327845312247e8,1.2949253120747644e7,0.013776709,0.502226291,1.333e-6,4.824936209,4.846810166,0.972739209
tyndp2024_20_24_hull_euclidean_dirac_1000_0.0001,191,20,24,hull,euclidean,dirac,231.29958630768476,OPTIMAL,2.619031945987073e7,OPTIMAL,4.192857505129668e7,1.1752223158020733e8,2.1197426763173405e7,0.013143375,1.509678375,1.542e-6,3.175318125,6.248565417,0.972739209
tyndp2024_20_24_k_means_euclidean_convex_1000_0.0001,191,20,24,k_means,euclidean,convex,161.46553332614934,OPTIMAL,1.5079467924134865e7,OPTIMAL,2.7348820530095194e7,8.633815534053494e7,7.201816550236531e6,0.013088792,0.524489833,16.019319166,2.748759542,8.484444083,0.972739209
tyndp2024_20_24_k_medoids_euclidean_convex_1000_0.0001,191,20,24,k_medoids,euclidean,convex,182.85144567136507,OPTIMAL,1.9296549773722634e7,OPTIMAL,2.6266987885142732e7,5.7887535139474444e7,4.3371594313918e6,0.01351725,0.504869792,15.904138625,2.845607,7.411550292,0.972739209
tyndp2024_20_24_hull_euclidean_convex_1000_0.0001,191,20,24,hull,euclidean,convex,167.59233065370213,OPTIMAL,2.9803374867733754e7,OPTIMAL,2.6976952694050517e7,9.325719372716117e7,6.78833903060399e6,0.013020208,2.3173515,14.756975416,2.809202209,8.054816875,0.972739209
tyndp2024_20_24_k_means_euclidean_conical_bounded_1000_0.0001,191,20,24,k_means,euclidean,conical_bounded,160.83902050954737,OPTIMAL,1.438448590464268e7,OPTIMAL,2.710803597592664e7,8.183466899023552e7,6.994296661483785e6,0.013214375,0.524115833,16.096939042,2.821618834,9.03758,0.972739209
tyndp2024_20_24_k_medoids_euclidean_conical_bounded_1000_0.0001,191,20,24,k_medoids,euclidean,conical_bounded,182.076713879795,OPTIMAL,1.876235370512949e7,OPTIMAL,2.6340445746623617e7,5.8288774977122776e7,4.364820645625438e6,0.012944875,0.892417959,15.723873417,3.056898,7.787072833,0.972739209
tyndp2024_20_24_hull_euclidean_conical_bounded_1000_0.0001,191,20,24,hull,euclidean,conical_bounded,165.02746079477532,OPTIMAL,2.2252457829351954e7,OPTIMAL,2.7377867903197642e7,8.76036120306414e7,7.190602600091975e6,0.014031791,1.807442,14.877137917,2.833032708,7.755752167,0.972739209
tyndp2024_20_24_k_means_euclidean_conical_1000_0.0001,191,20,24,k_means,euclidean,conical,162.45842126201805,OPTIMAL,1.5610977130343178e7,OPTIMAL,3.1693157597962614e7,9.57148531470707e7,1.143397554647948e7,0.013205,0.5201865,10.66094425,2.864848208,8.711772625,0.972739209
tyndp2024_20_24_k_medoids_euclidean_conical_1000_0.0001,191,20,24,k_medoids,euclidean,conical,189.8782837132607,OPTIMAL,2.060764046601714e7,OPTIMAL,2.890261913313035e7,1.1876717772305764e8,7.637654800526776e6,0.013031583,0.491581458,12.586546167,2.874188792,7.725213333,0.972739209
tyndp2024_20_24_hull_euclidean_conical_1000_0.0001,191,20,24,hull,euclidean,conical,179.1515340646782,OPTIMAL,3.468746620401361e7,OPTIMAL,3.090782910601422e7,9.05590435855878e7,1.0774056566138214e7,0.013362625,9.944050042,14.125618167,2.838910667,7.150691792,0.972739209
tyndp2024_40_24_k_means_euclidean_dirac_1000_0.0001,191,40,24,k_means,euclidean,dirac,161.13483163833288,OPTIMAL,1.5925816031379463e7,OPTIMAL,3.530465464098801e7,9.39531754188892e7,1.5132384965590166e7,0.013511417,1.02949075,1.084e-6,5.239936125,15.62558075,0.972739209
tyndp2024_40_24_k_medoids_euclidean_dirac_1000_0.0001,191,40,24,k_medoids,euclidean,dirac,207.3583834528391,OPTIMAL,2.0140018600320533e7,OPTIMAL,3.1816739552968703e7,5.448664410379022e7,1.008863069664456e7,0.013101792,0.725147666,1.0e-6,7.041729375,17.385702375,0.972739209
tyndp2024_40_24_hull_euclidean_dirac_1000_0.0001,191,40,24,hull,euclidean,dirac,211.89031745036712,OPTIMAL,2.7266443279436547e7,OPTIMAL,3.318602157865e7,1.1416694586380573e8,1.2467422650145046e7,0.01435375,4.728329,1.7917e-5,5.089779292,15.836166208,0.972739209
tyndp2024_40_24_k_means_euclidean_convex_1000_0.0001,191,40,24,k_means,euclidean,convex,151.57940825320924,OPTIMAL,1.6583370734625885e7,OPTIMAL,2.7395113987739716e7,8.19745309739941e7,7.403038432579329e6,0.013659958,0.572610709,25.470102125,5.118055208,14.514084209,0.972739209
tyndp2024_40_24_k_medoids_euclidean_convex_1000_0.0001,191,40,24,k_medoids,euclidean,convex,168.92257154341004,OPTIMAL,2.025613508297703e7,OPTIMAL,2.569971488638106e7,9.377719314556886e7,5.160446450606097e6,0.013579625,0.530096959,23.895511625,4.996641458,19.266076083,0.972739209
tyndp2024_40_24_hull_euclidean_convex_1000_0.0001,191,40,24,hull,euclidean,convex,149.41379915237079,OPTIMAL,2.796504403356793e7,OPTIMAL,2.5211549564316418e7,7.574602552820843e7,5.422081037548139e6,0.015701208,4.832977,22.588549875,5.258151167,18.590689667,0.972739209
tyndp2024_40_24_k_means_euclidean_conical_bounded_1000_0.0001,191,40,24,k_means,euclidean,conical_bounded,151.21541274800987,OPTIMAL,1.617674254800068e7,OPTIMAL,2.7255580736700166e7,8.086483042100593e7,7.288531441648777e6,0.013348959,0.544832542,26.187701541,5.134167541,13.91962575,0.972739209
tyndp2024_40_24_k_medoids_euclidean_conical_bounded_1000_0.0001,191,40,24,k_medoids,euclidean,conical_bounded,168.7803169477701,OPTIMAL,1.9816439520238824e7,OPTIMAL,2.557223572248289e7,3.920020289820912e7,4.20588993892116e6,0.016353625,1.284084458,24.719472375,5.072635875,18.04690775,0.972739209
tyndp2024_40_24_hull_euclidean_conical_bounded_1000_0.0001,191,40,24,hull,euclidean,conical_bounded,149.27692451977921,OPTIMAL,2.1492091068549197e7,OPTIMAL,2.5450137589126687e7,5.394715685556382e7,4.76657278152234e6,0.013137208,4.855347625,22.964627708,5.255326875,16.766717333,0.972739209
tyndp2024_40_24_k_means_euclidean_conical_1000_0.0001,191,40,24,k_means,euclidean,conical,157.0280204005528,OPTIMAL,1.728598156180043e7,OPTIMAL,3.1755242924467094e7,8.472632541302922e7,1.1712459176760107e7,0.014246834,0.548059208,12.055577416,5.221352666,14.733004834,0.972739209
tyndp2024_40_24_k_medoids_euclidean_conical_1000_0.0001,191,40,24,k_medoids,euclidean,conical,190.60436532517062,OPTIMAL,2.1701291709065404e7,OPTIMAL,2.8381475301096253e7,1.0027446890580809e8,7.65558105881035e6,0.014030417,0.522819,10.072893917,5.137374542,10.796080583,0.972739209
tyndp2024_40_24_hull_euclidean_conical_1000_0.0001,191,40,24,hull,euclidean,conical,193.38330799096804,OPTIMAL,3.1085215435548883e7,OPTIMAL,3.2135994130000524e7,9.890274592290358e7,1.1904930520675614e7,0.013331166,15.34835575,9.075766042,5.098300834,13.272947208,0.972739209
tyndp2024_80_24_k_means_euclidean_dirac_1000_0.0001,191,80,24,k_means,euclidean,dirac,147.7756798331126,OPTIMAL,1.7303051527883448e7,OPTIMAL,3.0282182516677894e7,5.1875794907666564e7,9.33494487405608e6,0.013496,0.529326125,4.083e-6,12.222248959,32.290501708,0.972739209
tyndp2024_80_24_k_medoids_euclidean_dirac_1000_0.0001,191,80,24,k_medoids,euclidean,dirac,184.46721549777735,OPTIMAL,2.3328769118482485e7,OPTIMAL,3.248573516706813e7,6.961582415146962e7,1.1390917780976187e7,0.014672125,0.972548416,1.291e-6,12.175446583,30.661917459,0.972739209
tyndp2024_80_24_hull_euclidean_dirac_1000_0.0001,191,80,24,hull,euclidean,dirac,185.7738263030967,OPTIMAL,2.3842216154441457e7,OPTIMAL,3.289819029833367e7,6.889904453354575e7,1.1798415243509967e7,0.014305209,7.658125541,5.125e-6,9.702611042,23.872769917,0.972739209
tyndp2024_80_24_k_means_euclidean_convex_1000_0.0001,191,80,24,k_means,euclidean,convex,137.73117329633118,OPTIMAL,1.790249291353611e7,OPTIMAL,2.686644672093639e7,7.44850578173073e7,7.118809302739026e6,0.014388791,1.134518875,45.372037208,11.728046916,79.122358167,0.972739209
tyndp2024_80_24_k_medoids_euclidean_convex_1000_0.0001,191,80,24,k_medoids,euclidean,convex,141.03157750090693,OPTIMAL,2.360871920608756e7,OPTIMAL,2.5183091102789238e7,4.569670633205504e7,4.543636843444267e6,0.015271083,0.549326584,39.261828917,9.91541025,73.299783917,0.972739209
tyndp2024_80_24_hull_euclidean_convex_1000_0.0001,191,80,24,hull,euclidean,convex,129.74304718120953,OPTIMAL,2.4638441914593343e7,OPTIMAL,2.4525595107661437e7,5.0130612936532125e7,4.1466850579628577e6,0.014265375,8.0895605,36.789258458,9.93046825,37.486665542,0.972739209
tyndp2024_80_24_k_means_euclidean_conical_bounded_1000_0.0001,191,80,24,k_means,euclidean,conical_bounded,137.67465330004185,OPTIMAL,1.7542104714354075e7,OPTIMAL,2.6904727443115197e7,7.547570906254092e7,7.144199327030135e6,0.01599625,0.551910625,46.069228209,9.743276,62.995199667,0.972739209
tyndp2024_80_24_k_medoids_euclidean_conical_bounded_1000_0.0001,191,80,24,k_medoids,euclidean,conical_bounded,141.13139808204065,OPTIMAL,2.3224947402965013e7,OPTIMAL,2.483901761639067e7,4.3692466147003e7,4.136322718769752e6,0.013648584,0.535650125,37.825078833,11.856658292,72.067311917,0.972739209
tyndp2024_80_24_hull_euclidean_conical_bounded_1000_0.0001,191,80,24,hull,euclidean,conical_bounded,128.63091325064843,OPTIMAL,2.2098505704521555e7,OPTIMAL,2.5342634192140494e7,8.895984301885408e7,5.519310802654324e6,0.0132445,7.384399042,36.991443834,10.1282145,66.649735625,0.972739209
tyndp2024_80_24_k_means_euclidean_conical_1000_0.0001,191,80,24,k_means,euclidean,conical,144.54257691764394,OPTIMAL,1.795123314839805e7,OPTIMAL,3.02989973601336e7,5.725135713537084e7,9.393961826682968e6,0.015453,1.129714583,12.98996525,11.90442575,73.403866292,0.972739209
tyndp2024_80_24_k_medoids_euclidean_conical_1000_0.0001,191,80,24,k_medoids,euclidean,conical,169.05329010680876,OPTIMAL,2.525046924953797e7,OPTIMAL,2.93433652015833e7,8.171430471583615e7,9.365687860513525e6,0.013033291,0.718979083,15.269539583,9.718021583,43.659093084,0.972739209
tyndp2024_80_24_hull_euclidean_conical_1000_0.0001,191,80,24,hull,euclidean,conical,179.4806882583942,OPTIMAL,2.422567353773558e7,OPTIMAL,3.0345438805396214e7,5.1057126883414395e7,9.68528770622354e6,0.0153725,23.053700541,6.742008834,9.91887825,55.084072458,0.972739209
tyndp2024_1_8760_k_means_euclidean_dirac_1000_0.0001,526,1,8760,k_means,euclidean,dirac,0.0,OPTIMAL,2.323285434445553e7,N/A,,0.0,0.0,0.013800875,0.684358792,1.792e-6,45.884701791,100.333299917,0.989627375
tyndp2024_10_24_k_means_euclidean_dirac_1000_0.0001,526,10,24,k_means,euclidean,dirac,180.91419171826672,OPTIMAL,1.426121913619269e7,OPTIMAL,3.822596980590437e7,1.0535793739720505e8,1.7633330819426153e7,0.014030375,1.049871584,1.208e-6,3.323139917,2.390901833,0.989627375
tyndp2024_10_24_k_medoids_euclidean_dirac_1000_0.0001,526,10,24,k_medoids,euclidean,dirac,232.71471489284738,OPTIMAL,2.062054646619528e7,OPTIMAL,3.596216721456849e7,1.2970186516188306e8,1.4387606931653e7,0.013474458,0.50000425,5.0e-6,2.266168833,2.126879625,0.989627375
tyndp2024_10_24_hull_euclidean_dirac_1000_0.0001,526,10,24,hull,euclidean,dirac,249.8444172638333,OPTIMAL,1.703904309114629e7,OPTIMAL,5.410459591693947e7,1.3347878006271721e8,3.2977091225965798e7,0.013079708,3.155658666,1.041e-6,1.771817083,2.349979917,0.989627375
tyndp2024_10_24_k_means_euclidean_convex_1000_0.0001,526,10,24,k_means,euclidean,convex,173.93651291776732,OPTIMAL,1.400995483384908e7,OPTIMAL,2.8405853432130426e7,5.006187459396696e7,7.147357515561827e6,0.013221583,0.520805792,9.881367167,1.852043333,2.794092417,0.989627375
tyndp2024_10_24_k_medoids_euclidean_convex_1000_0.0001,526,10,24,k_medoids,euclidean,convex,197.42250391968258,OPTIMAL,2.1098828393134005e7,OPTIMAL,2.6550488128907282e7,6.868498161230299e7,4.404682227476012e6,0.013419417,0.538787375,11.188271,1.757039333,3.527416042,0.989627375
tyndp2024_10_24_hull_euclidean_convex_1000_0.0001,526,10,24,hull,euclidean,convex,184.85995883433563,OPTIMAL,2.290503764939115e7,OPTIMAL,2.632515252853235e7,5.7939822482161626e7,5.017802043410309e6,0.013442125,3.055353,7.611596875,1.773218208,3.280276667,0.989627375
tyndp2024_10_24_k_means_euclidean_conical_bounded_1000_0.0001,526,10,24,k_means,euclidean,conical_bounded,172.87943818353682,OPTIMAL,1.3509615477646124e7,OPTIMAL,2.972234806330531e7,5.344174810515935e7,8.28655370722915e6,0.013932708,0.808621416,10.409630125,1.902348875,3.357937292,0.989627375
tyndp2024_10_24_k_medoids_euclidean_conical_bounded_1000_0.0001,526,10,24,k_medoids,euclidean,conical_bounded,196.20432991646427,OPTIMAL,2.026773892773947e7,OPTIMAL,2.680585463571628e7,1.191119100769658e8,5.4015520582037065e6,0.013050917,0.517174958,11.718186833,1.781414375,3.676183167,0.989627375
tyndp2024_10_24_hull_euclidean_conical_bounded_1000_0.0001,526,10,24,hull,euclidean,conical_bounded,181.809821277012,OPTIMAL,2.3195538665461034e7,OPTIMAL,2.9765706892538466e7,9.87117954991451e7,9.180085652173843e6,0.014644667,3.276896167,8.404836209,1.791602584,3.633750625,0.989627375
tyndp2024_10_24_k_means_euclidean_conical_1000_0.0001,526,10,24,k_means,euclidean,conical,174.51795792290005,OPTIMAL,1.4437484162635062e7,OPTIMAL,3.3704075203521e7,1.0004911057283616e8,1.3149369129838077e7,0.013201958,0.534558833,7.788876542,1.789663833,2.380228875,0.989627375
tyndp2024_10_24_k_medoids_euclidean_conical_1000_0.0001,526,10,24,k_medoids,euclidean,conical,208.36811099309753,OPTIMAL,2.1918469166236036e7,OPTIMAL,2.8299544503691714e7,1.1840103188228951e8,6.835850271863465e6,0.01309875,0.50253375,7.961880625,1.799717458,2.826877,0.989627375
tyndp2024_10_24_hull_euclidean_conical_1000_0.0001,526,10,24,hull,euclidean,conical,244.03746328981984,OPTIMAL,5.895257979384786e7,OPTIMAL,3.2117226875291962e7,9.23670285523609e7,1.1843537324140005e7,0.013924042,8.428866458,0.05013425,1.7765775,3.765233084,0.989627375
tyndp2024_20_24_k_means_euclidean_dirac_1000_0.0001,526,20,24,k_means,euclidean,dirac,169.76561655188263,OPTIMAL,1.517402923859293e7,OPTIMAL,3.3147469320871882e7,9.16999946106193e7,1.2834597052632686e7,0.014841083,0.542798542,4.083e-6,3.090773834,6.633712833,0.989627375
tyndp2024_20_24_k_medoids_euclidean_dirac_1000_0.0001,526,20,24,k_medoids,euclidean,dirac,218.8250433899291,OPTIMAL,1.9544157262185417e7,OPTIMAL,3.430000276125387e7,7.013803044665873e7,1.2081483229534522e7,0.013135375,0.528242917,1.041e-6,3.393325292,4.348036291,0.989627375
tyndp2024_20_24_hull_euclidean_dirac_1000_0.0001,526,20,24,hull,euclidean,dirac,231.29958630768476,OPTIMAL,2.619031945987073e7,OPTIMAL,4.192857505129668e7,1.1752223158020733e8,2.1197426763173405e7,0.01281775,3.494527459,1.083e-6,2.774007458,6.249347209,0.989627375
tyndp2024_20_24_k_means_euclidean_convex_1000_0.0001,526,20,24,k_means,euclidean,convex,161.46553332614934,OPTIMAL,1.5079467924134865e7,OPTIMAL,2.7348820530095343e7,4.852805957426138e7,6.449640870166966e6,0.013884458,0.955821792,15.139265959,2.787403959,8.438237459,0.989627375
